Cell	Cell1	Cell10	Cell11	Cell12	Cell13	Cell14	Cell15	Cell16	Cell17	Cell18	Cell19	Cell2	Cell20	Cell21	Cell22	Cell23	Cell24	Cell25	Cell26	Cell27	Cell28	Cell29	Cell3	Cell30	Cell31	Cell32	Cell33	Cell34	Cell35	Cell36	Cell37	Cell38	Cell39	Cell4	Cell40	Cell41	Cell42	Cell43	Cell44	Cell45	Cell46	Cell5	Cell6	Cell7	Cell8	Cell9
Cell42	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.452910213887784	0.452910213887784	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.452910213887784	0.525406401410173	0.452910213887784	0.525406401410173	0.452910213887784	0.525406401410173	0.525406401410173	0.265763873231363	0.525406401410173	0.525406401410173	0.452910213887784	0.341878467435111	0	0.265763873231363	0.107615067133569	0.452910213887784	0.452910213887784	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173
Cell43	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.452910213887784	0.452910213887784	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.452910213887784	0.525406401410173	0.452910213887784	0.525406401410173	0.452910213887784	0.525406401410173	0.525406401410173	0.161274432543343	0.525406401410173	0.525406401410173	0.452910213887784	0.341878467435111	0.265763873231363	0	0.265763873231363	0.452910213887784	0.452910213887784	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173
Cell44	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.452910213887784	0.452910213887784	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.452910213887784	0.525406401410173	0.452910213887784	0.525406401410173	0.452910213887784	0.525406401410173	0.525406401410173	0.265763873231363	0.525406401410173	0.525406401410173	0.452910213887784	0.341878467435111	0.107615067133569	0.265763873231363	0	0.452910213887784	0.452910213887784	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173
Cell45	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.212813270301158	0.355652681330208	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.311870868183198	0.525406401410173	0.311870868183198	0.525406401410173	0.311870868183198	0.525406401410173	0.525406401410173	0.452910213887784	0.525406401410173	0.525406401410173	0.355652681330208	0.452910213887784	0.452910213887784	0.452910213887784	0.452910213887784	0	0.311870868183198	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173
Cell46	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.311870868183198	0.355652681330208	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.204156716941063	0.525406401410173	0.156749349476957	0.525406401410173	0.237435320385477	0.525406401410173	0.525406401410173	0.452910213887784	0.525406401410173	0.525406401410173	0.355652681330208	0.452910213887784	0.452910213887784	0.452910213887784	0.452910213887784	0.311870868183198	0	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173
Cell5	0.182376522442158	0.350932315336476	0.350932315336476	0.40162151996532	0.40162151996532	0.40162151996532	0.40162151996532	0.350932315336476	0.40162151996532	0.40162151996532	0.40162151996532	0.232955242071476	0.40162151996532	0.350932315336476	0.40162151996532	0.40162151996532	0.40162151996532	0.525406401410173	0.525406401410173	0.40162151996532	0.40162151996532	0.40162151996532	0.40162151996532	0.270211288464237	0.525406401410173	0.40162151996532	0.525406401410173	0.270211288464237	0.525406401410173	0.270211288464237	0.343007391258219	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0	0.40162151996532	0.40162151996532	0.40162151996532	0.40162151996532
Cell6	0.40162151996532	0.40162151996532	0.40162151996532	0.269803908395074	0.319794217778559	0.357512417909373	0.269803908395074	0.40162151996532	0.319794217778559	0.357512417909373	0.269803908395074	0.40162151996532	0.319794217778559	0.40162151996532	0.357512417909373	0.269803908395074	0.269803908395074	0.525406401410173	0.525406401410173	0.295237464257855	0.269803908395074	0.269803908395074	0.234339946835764	0.40162151996532	0.525406401410173	0.295237464257855	0.525406401410173	0.40162151996532	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.269803908395074	0.234339946835764	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.40162151996532	0	0.357512417909373	0.234339946835764	0.269803908395074
Cell7	0.40162151996532	0.40162151996532	0.40162151996532	0.357512417909373	0.357512417909373	0.151751213954866	0.357512417909373	0.40162151996532	0.357512417909373	0.243536906548884	0.357512417909373	0.40162151996532	0.357512417909373	0.40162151996532	0.281535813570979	0.357512417909373	0.357512417909373	0.525406401410173	0.525406401410173	0.357512417909373	0.357512417909373	0.357512417909373	0.357512417909373	0.40162151996532	0.525406401410173	0.357512417909373	0.525406401410173	0.40162151996532	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.357512417909373	0.357512417909373	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.40162151996532	0.357512417909373	0	0.357512417909373	0.357512417909373
Cell8	0.40162151996532	0.40162151996532	0.40162151996532	0.269803908395074	0.319794217778559	0.357512417909373	0.269803908395074	0.40162151996532	0.319794217778559	0.357512417909373	0.269803908395074	0.40162151996532	0.319794217778559	0.40162151996532	0.357512417909373	0.269803908395074	0.269803908395074	0.525406401410173	0.525406401410173	0.295237464257855	0.269803908395074	0.269803908395074	0.156902094690491	0.40162151996532	0.525406401410173	0.295237464257855	0.525406401410173	0.40162151996532	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.269803908395074	0.218203268438915	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.40162151996532	0.234339946835764	0.357512417909373	0	0.269803908395074
Cell9	0.40162151996532	0.40162151996532	0.40162151996532	0.213346047428435	0.319794217778559	0.357512417909373	0.213346047428435	0.40162151996532	0.319794217778559	0.357512417909373	0.144152015619182	0.40162151996532	0.319794217778559	0.40162151996532	0.357512417909373	0.213346047428435	0.24836320975062	0.525406401410173	0.525406401410173	0.295237464257855	0.24836320975062	0.24836320975062	0.269803908395074	0.40162151996532	0.525406401410173	0.295237464257855	0.525406401410173	0.40162151996532	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.24836320975062	0.269803908395074	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.40162151996532	0.269803908395074	0.357512417909373	0.269803908395074	0
