Cell	Cell1	Cell10	Cell11	Cell12	Cell13	Cell14	Cell15	Cell16	Cell17	Cell18	Cell19	Cell2	Cell20	Cell21	Cell22	Cell23	Cell24	Cell25	Cell26	Cell27	Cell28	Cell29	Cell3	Cell30	Cell31	Cell32	Cell33	Cell34	Cell35	Cell36	Cell37	Cell38	Cell39	Cell4	Cell40	Cell41	Cell42	Cell43	Cell44	Cell45	Cell46	Cell5	Cell6	Cell7	Cell8	Cell9
Cell19	0.40162151996532	0.40162151996532	0.40162151996532	0.213346047428435	0.319794217778559	0.357512417909373	0.213346047428435	0.40162151996532	0.319794217778559	0.357512417909373	0	0.40162151996532	0.319794217778559	0.40162151996532	0.357512417909373	0.213346047428435	0.24836320975062	0.525406401410173	0.525406401410173	0.295237464257855	0.24836320975062	0.24836320975062	0.269803908395074	0.40162151996532	0.525406401410173	0.295237464257855	0.525406401410173	0.40162151996532	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.24836320975062	0.269803908395074	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.40162151996532	0.269803908395074	0.357512417909373	0.269803908395074	0.144152015619182
Cell2	0.232955242071476	0.350932315336476	0.350932315336476	0.40162151996532	0.40162151996532	0.40162151996532	0.40162151996532	0.350932315336476	0.40162151996532	0.40162151996532	0.40162151996532	0	0.40162151996532	0.350932315336476	0.40162151996532	0.40162151996532	0.40162151996532	0.525406401410173	0.525406401410173	0.40162151996532	0.40162151996532	0.40162151996532	0.40162151996532	0.270211288464237	0.525406401410173	0.40162151996532	0.525406401410173	0.270211288464237	0.525406401410173	0.270211288464237	0.343007391258219	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.232955242071476	0.40162151996532	0.40162151996532	0.40162151996532	0.40162151996532
Cell20	0.40162151996532	0.40162151996532	0.40162151996532	0.319794217778559	0.242565561632806	0.357512417909373	0.319794217778559	0.40162151996532	0.177016651910522	0.357512417909373	0.319794217778559	0.40162151996532	0	0.40162151996532	0.357512417909373	0.319794217778559	0.319794217778559	0.525406401410173	0.525406401410173	0.319794217778559	0.319794217778559	0.319794217778559	0.319794217778559	0.40162151996532	0.525406401410173	0.319794217778559	0.525406401410173	0.40162151996532	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.319794217778559	0.319794217778559	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.40162151996532	0.319794217778559	0.357512417909373	0.319794217778559	0.319794217778559
Cell21	0.350932315336476	0.235430782500762	0.282751515327329	0.40162151996532	0.40162151996532	0.40162151996532	0.40162151996532	0.282751515327329	0.40162151996532	0.40162151996532	0.40162151996532	0.350932315336476	0.40162151996532	0	0.40162151996532	0.40162151996532	0.40162151996532	0.525406401410173	0.525406401410173	0.40162151996532	0.40162151996532	0.40162151996532	0.40162151996532	0.350932315336476	0.525406401410173	0.40162151996532	0.525406401410173	0.350932315336476	0.525406401410173	0.350932315336476	0.343007391258219	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.350932315336476	0.40162151996532	0.40162151996532	0.40162151996532	0.40162151996532
Cell22	0.40162151996532	0.40162151996532	0.40162151996532	0.357512417909373	0.357512417909373	0.281535813570979	0.357512417909373	0.40162151996532	0.357512417909373	0.281535813570979	0.357512417909373	0.40162151996532	0.357512417909373	0.40162151996532	0	0.357512417909373	0.357512417909373	0.525406401410173	0.525406401410173	0.357512417909373	0.357512417909373	0.357512417909373	0.357512417909373	0.40162151996532	0.525406401410173	0.357512417909373	0.525406401410173	0.40162151996532	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.357512417909373	0.357512417909373	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.40162151996532	0.357512417909373	0.281535813570979	0.357512417909373	0.357512417909373
Cell23	0.40162151996532	0.40162151996532	0.40162151996532	0.149767915715612	0.319794217778559	0.357512417909373	0.175067911638158	0.40162151996532	0.319794217778559	0.357512417909373	0.213346047428435	0.40162151996532	0.319794217778559	0.40162151996532	0.357512417909373	0	0.24836320975062	0.525406401410173	0.525406401410173	0.295237464257855	0.24836320975062	0.24836320975062	0.269803908395074	0.40162151996532	0.525406401410173	0.295237464257855	0.525406401410173	0.40162151996532	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.24836320975062	0.269803908395074	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.40162151996532	0.269803908395074	0.357512417909373	0.269803908395074	0.213346047428435
Cell24	0.40162151996532	0.40162151996532	0.40162151996532	0.24836320975062	0.319794217778559	0.357512417909373	0.24836320975062	0.40162151996532	0.319794217778559	0.357512417909373	0.24836320975062	0.40162151996532	0.319794217778559	0.40162151996532	0.357512417909373	0.24836320975062	0	0.525406401410173	0.525406401410173	0.295237464257855	0.203974162990817	0.113736846090774	0.269803908395074	0.40162151996532	0.525406401410173	0.295237464257855	0.525406401410173	0.40162151996532	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.149094261366357	0.269803908395074	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.40162151996532	0.269803908395074	0.357512417909373	0.269803908395074	0.24836320975062
Cell25	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0	0.355652681330208	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.311870868183198	0.525406401410173	0.311870868183198	0.525406401410173	0.311870868183198	0.525406401410173	0.525406401410173	0.452910213887784	0.525406401410173	0.525406401410173	0.355652681330208	0.452910213887784	0.452910213887784	0.452910213887784	0.452910213887784	0.212813270301158	0.311870868183198	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173
Cell26	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.355652681330208	0	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.355652681330208	0.525406401410173	0.355652681330208	0.525406401410173	0.355652681330208	0.525406401410173	0.525406401410173	0.452910213887784	0.525406401410173	0.525406401410173	0.223152251160208	0.452910213887784	0.452910213887784	0.452910213887784	0.452910213887784	0.355652681330208	0.355652681330208	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173
Cell27	0.40162151996532	0.40162151996532	0.40162151996532	0.295237464257855	0.319794217778559	0.357512417909373	0.295237464257855	0.40162151996532	0.319794217778559	0.357512417909373	0.295237464257855	0.40162151996532	0.319794217778559	0.40162151996532	0.357512417909373	0.295237464257855	0.295237464257855	0.525406401410173	0.525406401410173	0	0.295237464257855	0.295237464257855	0.295237464257855	0.40162151996532	0.525406401410173	0.196562172470178	0.525406401410173	0.40162151996532	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.295237464257855	0.295237464257855	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.40162151996532	0.295237464257855	0.357512417909373	0.295237464257855	0.295237464257855
Cell28	0.40162151996532	0.40162151996532	0.40162151996532	0.24836320975062	0.319794217778559	0.357512417909373	0.24836320975062	0.40162151996532	0.319794217778559	0.357512417909373	0.24836320975062	0.40162151996532	0.319794217778559	0.40162151996532	0.357512417909373	0.24836320975062	0.203974162990817	0.525406401410173	0.525406401410173	0.295237464257855	0	0.203974162990817	0.269803908395074	0.40162151996532	0.525406401410173	0.295237464257855	0.525406401410173	0.40162151996532	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.203974162990817	0.269803908395074	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.40162151996532	0.269803908395074	0.357512417909373	0.269803908395074	0.24836320975062
Cell29	0.40162151996532	0.40162151996532	0.40162151996532	0.24836320975062	0.319794217778559	0.357512417909373	0.24836320975062	0.40162151996532	0.319794217778559	0.357512417909373	0.24836320975062	0.40162151996532	0.319794217778559	0.40162151996532	0.357512417909373	0.24836320975062	0.113736846090774	0.525406401410173	0.525406401410173	0.295237464257855	0.203974162990817	0	0.269803908395074	0.40162151996532	0.525406401410173	0.295237464257855	0.525406401410173	0.40162151996532	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.149094261366357	0.269803908395074	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.40162151996532	0.269803908395074	0.357512417909373	0.269803908395074	0.24836320975062
Cell3	0.40162151996532	0.40162151996532	0.40162151996532	0.269803908395074	0.319794217778559	0.357512417909373	0.269803908395074	0.40162151996532	0.319794217778559	0.357512417909373	0.269803908395074	0.40162151996532	0.319794217778559	0.40162151996532	0.357512417909373	0.269803908395074	0.269803908395074	0.525406401410173	0.525406401410173	0.295237464257855	0.269803908395074	0.269803908395074	0	0.40162151996532	0.525406401410173	0.295237464257855	0.525406401410173	0.40162151996532	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.269803908395074	0.218203268438915	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.40162151996532	0.234339946835764	0.357512417909373	0.156902094690491	0.269803908395074
Cell30	0.270211288464237	0.350932315336476	0.350932315336476	0.40162151996532	0.40162151996532	0.40162151996532	0.40162151996532	0.350932315336476	0.40162151996532	0.40162151996532	0.40162151996532	0.270211288464237	0.40162151996532	0.350932315336476	0.40162151996532	0.40162151996532	0.40162151996532	0.525406401410173	0.525406401410173	0.40162151996532	0.40162151996532	0.40162151996532	0.40162151996532	0	0.525406401410173	0.40162151996532	0.525406401410173	0.207804775694561	0.525406401410173	0.11342482556578	0.343007391258219	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.270211288464237	0.40162151996532	0.40162151996532	0.40162151996532	0.40162151996532
Cell31	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.311870868183198	0.355652681330208	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0	0.525406401410173	0.204156716941063	0.525406401410173	0.237435320385477	0.525406401410173	0.525406401410173	0.452910213887784	0.525406401410173	0.525406401410173	0.355652681330208	0.452910213887784	0.452910213887784	0.452910213887784	0.452910213887784	0.311870868183198	0.204156716941063	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173
Cell32	0.40162151996532	0.40162151996532	0.40162151996532	0.295237464257855	0.319794217778559	0.357512417909373	0.295237464257855	0.40162151996532	0.319794217778559	0.357512417909373	0.295237464257855	0.40162151996532	0.319794217778559	0.40162151996532	0.357512417909373	0.295237464257855	0.295237464257855	0.525406401410173	0.525406401410173	0.196562172470178	0.295237464257855	0.295237464257855	0.295237464257855	0.40162151996532	0.525406401410173	0	0.525406401410173	0.40162151996532	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.295237464257855	0.295237464257855	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.40162151996532	0.295237464257855	0.357512417909373	0.295237464257855	0.295237464257855
Cell33	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.311870868183198	0.355652681330208	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.204156716941063	0.525406401410173	0	0.525406401410173	0.237435320385477	0.525406401410173	0.525406401410173	0.452910213887784	0.525406401410173	0.525406401410173	0.355652681330208	0.452910213887784	0.452910213887784	0.452910213887784	0.452910213887784	0.311870868183198	0.156749349476957	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173
Cell34	0.270211288464237	0.350932315336476	0.350932315336476	0.40162151996532	0.40162151996532	0.40162151996532	0.40162151996532	0.350932315336476	0.40162151996532	0.40162151996532	0.40162151996532	0.270211288464237	0.40162151996532	0.350932315336476	0.40162151996532	0.40162151996532	0.40162151996532	0.525406401410173	0.525406401410173	0.40162151996532	0.40162151996532	0.40162151996532	0.40162151996532	0.207804775694561	0.525406401410173	0.40162151996532	0.525406401410173	0	0.525406401410173	0.207804775694561	0.343007391258219	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.270211288464237	0.40162151996532	0.40162151996532	0.40162151996532	0.40162151996532
Cell35	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.311870868183198	0.355652681330208	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.237435320385477	0.525406401410173	0.237435320385477	0.525406401410173	0	0.525406401410173	0.525406401410173	0.452910213887784	0.525406401410173	0.525406401410173	0.355652681330208	0.452910213887784	0.452910213887784	0.452910213887784	0.452910213887784	0.311870868183198	0.237435320385477	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173
Cell36	0.270211288464237	0.350932315336476	0.350932315336476	0.40162151996532	0.40162151996532	0.40162151996532	0.40162151996532	0.350932315336476	0.40162151996532	0.40162151996532	0.40162151996532	0.270211288464237	0.40162151996532	0.350932315336476	0.40162151996532	0.40162151996532	0.40162151996532	0.525406401410173	0.525406401410173	0.40162151996532	0.40162151996532	0.40162151996532	0.40162151996532	0.11342482556578	0.525406401410173	0.40162151996532	0.525406401410173	0.207804775694561	0.525406401410173	0	0.343007391258219	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.270211288464237	0.40162151996532	0.40162151996532	0.40162151996532	0.40162151996532
Cell37	0.343007391258219	0.343007391258219	0.343007391258219	0.40162151996532	0.40162151996532	0.40162151996532	0.40162151996532	0.343007391258219	0.40162151996532	0.40162151996532	0.40162151996532	0.343007391258219	0.40162151996532	0.343007391258219	0.40162151996532	0.40162151996532	0.40162151996532	0.525406401410173	0.525406401410173	0.40162151996532	0.40162151996532	0.40162151996532	0.40162151996532	0.343007391258219	0.525406401410173	0.40162151996532	0.525406401410173	0.343007391258219	0.525406401410173	0.343007391258219	0	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.343007391258219	0.40162151996532	0.40162151996532	0.40162151996532	0.40162151996532
Cell38	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.452910213887784	0.452910213887784	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.452910213887784	0.525406401410173	0.452910213887784	0.525406401410173	0.452910213887784	0.525406401410173	0.525406401410173	0	0.525406401410173	0.525406401410173	0.452910213887784	0.341878467435111	0.265763873231363	0.161274432543343	0.265763873231363	0.452910213887784	0.452910213887784	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173
Cell39	0.40162151996532	0.40162151996532	0.40162151996532	0.24836320975062	0.319794217778559	0.357512417909373	0.24836320975062	0.40162151996532	0.319794217778559	0.357512417909373	0.24836320975062	0.40162151996532	0.319794217778559	0.40162151996532	0.357512417909373	0.24836320975062	0.149094261366357	0.525406401410173	0.525406401410173	0.295237464257855	0.203974162990817	0.149094261366357	0.269803908395074	0.40162151996532	0.525406401410173	0.295237464257855	0.525406401410173	0.40162151996532	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0	0.269803908395074	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.40162151996532	0.269803908395074	0.357512417909373	0.269803908395074	0.24836320975062
Cell4	0.40162151996532	0.40162151996532	0.40162151996532	0.269803908395074	0.319794217778559	0.357512417909373	0.269803908395074	0.40162151996532	0.319794217778559	0.357512417909373	0.269803908395074	0.40162151996532	0.319794217778559	0.40162151996532	0.357512417909373	0.269803908395074	0.269803908395074	0.525406401410173	0.525406401410173	0.295237464257855	0.269803908395074	0.269803908395074	0.218203268438915	0.40162151996532	0.525406401410173	0.295237464257855	0.525406401410173	0.40162151996532	0.525406401410173	0.40162151996532	0.40162151996532	0.525406401410173	0.269803908395074	0	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.40162151996532	0.234339946835764	0.357512417909373	0.218203268438915	0.269803908395074
Cell40	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.355652681330208	0.223152251160208	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.355652681330208	0.525406401410173	0.355652681330208	0.525406401410173	0.355652681330208	0.525406401410173	0.525406401410173	0.452910213887784	0.525406401410173	0.525406401410173	0	0.452910213887784	0.452910213887784	0.452910213887784	0.452910213887784	0.355652681330208	0.355652681330208	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173
Cell41	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.452910213887784	0.452910213887784	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.452910213887784	0.525406401410173	0.452910213887784	0.525406401410173	0.452910213887784	0.525406401410173	0.525406401410173	0.341878467435111	0.525406401410173	0.525406401410173	0.452910213887784	0	0.341878467435111	0.341878467435111	0.341878467435111	0.452910213887784	0.452910213887784	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173	0.525406401410173
