Index	Cell	Lineage	Branch Length	Height	Height 0.95 HPD Lo	Height 0.95 HPD Hi	Height Median	Height Range Lo	Height Range Hi	Length	Length 0.95 HPD Lo	Length 0.95 HPD Hi	Length Median	Length Range Lo	Length Range Hi	Posterior	Rate	Rate 0.95 HPD Lo	Rate 0.95 HPD Hi	Rate Median	Rate Range Lo	Rate Range Hi
13	Cell20	X.1.2.1.2.2.2	0.0885083259552608	2.1960455432146e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.0883658037771808	0.0566816978700362	0.129215172220816	0.087695305728913	0.0355969798840893	0.17932044616034		0.837783436502876	0.528647845039935	1.28201483751459	0.815970362109703	0.376203641855943	1.67118606795717
14	Cell21	X.1.1.2.2.1.2	0.117715391250381	2.12949870857173e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.11722777382714	0.0697232138711052	0.165925579833796	0.115408457014243	0.0357103722926603	0.198640223167409		0.827660374320197	0.482517169774788	1.21719743530528	0.80173256676274	0.397754841687475	1.53667369656637
15	Cell22	X.1.2.2.1	0.14076790678549	2.16554491066995e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.110439191002542	0.0579498829726865	0.156759205556981	0.110632081241724	0.00677561566935958	0.19255465893418		0.952764775987279	0.579606196194462	1.40820396847167	0.927322577311447	0.411500399695	2.24777675846049
16	Cell23	X.1.2.1.1.1.1.1.1.2.2	0.0748839578578062	2.18772718888424e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.0771245106709117	0.0505744806766635	0.101144515636758	0.0767112723059314	0.0343795137367868	0.117858588023116		0.940215750363899	0.591542873794062	1.37035013445424	0.915173159783466	0.463938321322354	1.78812937852543
17	Cell24	X.1.2.1.1.1.1.2.2.2.1	0.0568684230453869	2.12949870857173e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.0634508573512691	0.0321359026228976	0.0922632330668705	0.0636370596554817	0.0036180543150218	0.11059816492973		1.14670412550145	0.591787566123566	1.74825283526873	1.10275449388036	0.44860124246918	2.70986445960082
18	Cell25	X.2.1.1.1.1	0.106406635150579	2.12672592379494e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.108188019211658	0.0530609257638153	0.165861216182177	0.106742021502548	0.0326513257525803	0.227197876304575		1.11368821834772	0.626169642786258	1.71300034791732	1.07458614562526	0.453754814111226	2.32817809949678
19	Cell26	X.2.1.2.1	0.111576125580104	2.15168098678602e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.116509746934471	0.0549110002955872	0.178340169819958	0.116952581239459	0.0154545045444818	0.248047085791795		0.655493319536148	0.343580068563016	1.04876696936901	0.63066888295967	0.281512572057806	1.66525820860792
20	Cell27	X.1.2.1.1.2.1	0.0982810862350888	2.16554491066995e-17	0	5.55111512312578e-17	0	0	5.55111512312578e-17	0.0984840561811008	0.055380143771953	0.137573580013957	0.098821849934103	0.039493563251033	0.172485617369819		0.980524853092422	0.58879957411497	1.49822827590218	0.942648534349541	0.47671023452072	2.53782866217928
21	Cell28	X.1.2.1.1.1.1.2.1	0.101987081495408	2.1960455432146e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.0957994693591919	0.0568324580695219	0.126658734746077	0.0983842594775356	0.0406776029569376	0.145559103926693		0.859492467914836	0.517072745221867	1.19931962695526	0.839614862071954	0.439277798302442	1.68587683505687
22	Cell29	X.1.2.1.1.1.1.2.2.2.2	0.0568684230453869	2.14058984767887e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.0606205843616896	0.0355440921708959	0.0871359625828111	0.060766771349142	0.0218036524935561	0.104266796007591		1.10421374526404	0.608534276332398	1.62178386609072	1.07653408902483	0.461642799302622	2.85149865347469
23	Cell3	X.1.2.1.1.1.2.2.2.1	0.0784510473452456	2.12672592379494e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.0767903725606263	0.0450308144676718	0.102476990853566	0.0770239863336538	0.0316908350516509	0.125697099711978		0.977628388595356	0.605063387618789	1.42158640235221	0.963959282944353	0.406355047797888	1.96734620189268
24	Cell30	X.1.1.2.1.2.2.1	0.05671241278289	2.1544537715628e-17	0	5.55111512312578e-17	0	0	1.66533453693773e-16	0.0607503834169407	0.0190073258341309	0.104544587170247	0.0588344295308655	0.0113815554124486	0.159710920828124		1.44751802041416	0.682321032897243	2.42189756165789	1.36668801544872	0.483914424163175	3.47352215345336
25	Cell31	X.2.1.1.2.2.1	0.102078358470531	2.17663604977709e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.0978047807537897	0.0502140964945007	0.145840319567607	0.0963112608896743	0.0264007378197107	0.171556372515824		0.965482720247581	0.546998671962698	1.44343533310122	0.938496767188175	0.367354796872552	2.25684527434785
26	Cell32	X.1.2.1.1.2.2	0.0982810862350888	2.15999934111638e-17	0	5.55111512312578e-17	0	0	5.55111512312578e-17	0.0989144181459658	0.0550032229371663	0.139598151465658	0.0991457985096826	0.039493563251033	0.176155410333356		0.660083418981747	0.372192062391402	0.968678267726383	0.639355698974206	0.294607142509467	1.44376200664132
27	Cell33	X.2.1.1.2.2.2.1	0.0783746747384787	2.12395313901816e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.0800600425846723	0.0420915508984731	0.120784885257105	0.0782070197155658	0.0264007378197107	0.164491620412197		1.19409654789487	0.545022402397891	1.8689124003686	1.13733833471529	0.377041650479392	3.10033040627278
28	Cell34	X.1.1.2.1.2.1	0.10390238784728	2.14890820200923e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.101866765275635	0.0566315390575867	0.145132844718412	0.102416117507722	0.0178525992486376	0.179969375265897		0.610764859385231	0.336566316791626	0.886376306793416	0.596496231702253	0.238259906183254	1.43252319119773
29	Cell35	X.2.1.1.2.1	0.118717660192738	2.14336263245566e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.10092490053332	0.0558305644418847	0.14290961191802	0.0993939511357338	0.0387872762744849	0.183714021900965		1.15430033705576	0.679469491303379	1.69822496956996	1.12050893408797	0.493696944450169	2.36056805318844
30	Cell36	X.1.1.2.1.2.2.2	0.05671241278289	2.14058984767887e-17	0	5.55111512312578e-17	0	0	1.66533453693773e-16	0.0603767509801023	0.0208140097367903	0.104047561288916	0.0592325114411579	0.0113815554124486	0.159478017352598		1.29731016147279	0.503186765826006	2.21727449985182	1.24933588732684	0.252803281170035	2.96176290800153
31	Cell37	X.1.1.1	0.171503695629109	2.14613541723245e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.0719996627437561	0.0138578688050923	0.144660310316169	0.0668515582366524	0.00341685828415941	0.215431024421476		0.950727350700013	0.37457612563254	1.67008717045033	0.889142682103805	0.30914020053882	3.07202821673281
32	Cell38	X.2.2.2.1.1	0.0806372162716715	2.12949870857173e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.0782124768244854	0.0176390102422495	0.138665655784433	0.0759392997389652	0.00794560523396098	0.221730225804805		1.00191544207565	0.435214863287921	1.63305466206267	0.953132359796177	0.212718377886617	2.70402981366555
33	Cell39	X.1.2.1.1.1.1.2.2.1	0.0745471306831786	2.13781706290209e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.0700592346311567	0.0447279340694739	0.0934345237476594	0.0691300276694725	0.0349486526471614	0.122636197448384		1.92100767282101	1.24446461080973	2.64018227744455	1.88699895737869	0.915790106654665	3.47394790940186
34	Cell4	X.1.2.1.1.1.2.2.1	0.109101634219458	2.15168098678602e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.111749883957891	0.0866419133746441	0.137553061870361	0.111815555638603	0.0687789853354092	0.156373483974222		0.949476684636336	0.681564656486901	1.22708210785358	0.931355512803659	0.574565417030011	1.56846778716504
35	Cell40	X.2.1.2.2	0.111576125580104	2.18218161933066e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.117514908993075	0.0557030974337377	0.179862836258473	0.116933078939248	0.0338286259929119	0.234270710266594		1.32564304794413	0.723990096963243	2.08731748079801	1.26015188790518	0.600172727167102	3.2257149695782
36	Cell41	X.2.2.1	0.170939233717555	2.1544537715628e-17	0	5.55111512312578e-17	2.77555756156289e-17	0	1.11022302462516e-16	0.19028980350451	0.0573273378361426	0.313763647683325	0.195512063340552	0.0356334159349329	0.543381359730679		1.18476771440803	0.500946453823615	2.1064173234749	1.10411383780672	0.238084328903668	2.99362190323306
37	Cell42	X.2.2.2.2.1	0.0538075335667844	2.14058984767887e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.058327050536798	0.015313718548894	0.119774266083537	0.0530876865615616	0.00790904361318828	0.179347432964034		0.718967430745624	0.28027483238877	1.24656398921304	0.681388197318799	0.156268644260265	2.01305637276558
38	Cell43	X.2.2.2.1.2	0.0806372162716715	2.14336263245566e-17	0	5.55111512312578e-17	0	0	1.66533453693773e-16	0.0890790131657982	0.0270116918235522	0.154227926424873	0.0847420747061522	0.0214971911300527	0.219129503168927		1.02609691165278	0.449249018665885	1.70455338521832	0.980795394754413	0.307552733220307	3.42054813269413
39	Cell44	X.2.2.2.2.2	0.0538075335667844	2.16831769544673e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.0987912076311146	0.0148457434731288	0.204889008016405	0.087115932885618	0.00790904361318828	0.283365525565663		0.903316358109824	0.400654474530429	1.60393711169418	0.822044414427618	0.274190259459472	2.92743136330269
40	Cell45	X.2.1.1.1.2	0.106406635150579	2.17386326500031e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.119924132956851	0.0618470329495265	0.196275462987888	0.114827343919935	0.0444232468138917	0.301471323958649		0.951656214719849	0.545910763593277	1.41685954814772	0.925419948206331	0.341894913316904	2.09484506752859
41	Cell46	X.2.1.1.2.2.2.2	0.0783746747384787	2.11008921513423e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.0881441838498623	0.0406789323576533	0.13812362186851	0.0845085872753316	0.0342080638009907	0.227197876304575		1.44804357987772	0.715618874516598	2.3043706112715	1.37873651219762	0.526180219428999	3.14475845497022
42	Cell5	X.1.1.2.1.1.2.2	0.0911882612210789	2.20990946709853e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.0870493087395593	0.030741691911757	0.126787460237976	0.0881964195182958	0.00657186684786285	0.156012172384703		0.868459749979242	0.48879052255529	1.32343690058246	0.830229016938405	0.39096171999598	2.16754407843651
43	Cell6	X.1.2.1.1.1.2.1	0.117169973417882	2.10177086080387e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.0856202137711366	0.0493440288065153	0.120803590931372	0.0859512302890478	0.0349906766531551	0.134840627713556		1.58048753136531	0.918785173201211	2.39077401783697	1.52385449460061	0.8451064601273	3.14930108452161
44	Cell7	X.1.2.2.2.2.2	0.0758756069774329	2.1156347846878e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.0756325866362581	0.0414668706743707	0.115145275521148	0.0744778434664123	0.0229995179684482	0.152577705251022		1.11723903299994	0.629983707940868	1.7601089299806	1.06313041135378	0.476851238381651	2.51823113302453
45	Cell8	X.1.2.1.1.1.2.2.2.2	0.0784510473452456	2.15168098678602e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.0817797182525809	0.0536297182127985	0.112112193560496	0.0818325911278645	0.0197397165791544	0.140762375092654		1.12389905524819	0.721149466486359	1.62527197950871	1.08906083969405	0.597494073317076	2.56849012668263
46	Cell9	X.1.2.1.1.1.1.1.2.2	0.072076007809591	2.12118035424137e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.0720541864377582	0.0477555860999317	0.0982123060307496	0.0718440204551843	0.0328083357801421	0.111478953172694		1.24734146908417	0.818764730480181	1.82552133956544	1.20779959933527	0.53890634879362	2.94771965016783
47		X	0	0.262703200705087	0.221705310250484	0.32756254956275	0.258254366856183	0.204596378436374	0.543381359730679	0						1	1					
48		X.1	0.0618924407224264	0.20081075998266	0.174317681381349	0.23249427781851	0.198818280959232	0.160247494369075	0.259890005624969	0.0508868629261748	0.0105489049242052	0.0891786020633717	0.0494090233810147	0.000231073505712054	0.127594528008633	0.908091908091908	0.983614564472593	0.391040225577975	1.74328570847872	0.926808316139736	0.301426917000784	2.32700713933972
49		X.1.1	0.0293070643535507	0.171503695629109	0.142760289089036	0.197465877607258	0.171969740179144	0.112856689262829	0.223971786826639	0.0274504406195809	0.00286438709063028	0.0531403785386903	0.0252862795723195	0.00206654157932662	0.0790648166115641	0.403596403596404	0.728976594044444	0.311979020738141	1.27265709405435	0.671706303836786	0.238084328903668	2.51916405274857
50		X.1.1.2	-0.00396246203912856	0.175466157668238	0.140399365769039	0.208264199105094	0.174525977148673	0.130297538785441	0.234516634044493	0.0263174743270495	0.00456199083609307	0.0514209625139825	0.0242657750278078	0.00294312860432844	0.0740606027899671	0.562437562437562	0.748076369749984	0.30370546977273	1.39288959640827	0.701526573427478	0.186631577724783	2.00520449642788
51		X.1.1.2.1	0.0403605134361193	0.135105644232119	0.106425593942363	0.173911258489035	0.134602511301107	0.0891592908675227	0.187493655989099	0.0293445000720539	0.00783505864744244	0.056386290033784	0.0273413722574916	0.00134307019620711	0.0954650952422647	0.594405594405594	0.901632139304696	0.365894050070416	1.50655079758102	0.84148448865632	0.283339477706469	2.68666622210232
52		X.1.1.2.1.1	0.0186280231963808	0.116477621035738	0.0805223696788078	0.147250220518292	0.115554107867441	0.0739015184301673	0.179850116158961	0.0189901609246134	0.000294822240013648	0.0442635145067762	0.0167908915123927	0.000133098448423574	0.072345483028562	0.510489510489511	0.817051075546801	0.341527091740838	1.52422636269071	0.748965336368819	0.166509389358536	2.21902001595109
53		X.1.1.2.1.1.2	0.0252893598146589	0.0911882612210789	0.0557592626015552	0.126589917712213	0.0893695275383801	0.0403408996682963	0.15293065800937	0.0282482288151851	0.00514832298207182	0.0576485475354806	0.0254933424217394	0.00091093587422944	0.086370069691448	0.488511488511489	0.87265416500043	0.329350754419393	1.50167779397569	0.832993867702283	0.215587021143615	2.95844464699226
54		X.1.1.2.1.2	0.0312032563848382	0.10390238784728	0.0660275711367175	0.138107684028832	0.103011224759262	0.0534364503444203	0.162013075647454	0.0291685489913607	0.00530589776944465	0.0584115311739803	0.0272998872914543	0.00072000855928217	0.0947548279109978	0.791208791208791	1.0466241197372	0.397208705595531	1.68445652378326	0.994445347378943	0.326792794725933	2.92665120342395
55		X.1.1.2.1.2.2	0.0471899750643905	0.05671241278289	0.0190073258341309	0.0918736794124751	0.0554680441781028	0.0113815554124486	0.12534820228197	0.0482896488285193	0.00496185627348819	0.0885598736721335	0.0480371479188717	0.000447956377164216	0.117001808885088	0.846153846153846	1.55415421782674	0.624671902271311	2.51674467612711	1.50472236050181	0.307029796968815	3.47352215345336
56		X.1.1.2.2	0.0340904000045734	0.141375757663665	0.10381870373006	0.172954392035283	0.141416671096168	0.0933910302601103	0.19809310795758	0.0311598340042186	0.00425863334736046	0.0621275740118936	0.0281336492074012	0.000987674545460226	0.102919304942788	0.589410589410589	0.770056534646115	0.258157759639278	1.3819702093044	0.713312913359634	0.215587021143615	2.37228338399464
57		X.1.1.2.2.1	0.0236603664132834	0.117715391250381	0.0717018114883241	0.164812389015946	0.115769051542302	0.0593017594446993	0.19864022316741	0.0365753117449402	0.00822778018162704	0.0727571087846208	0.0337474657075024	0.00277663112235824	0.123655721954048	0.947052947052947	0.780778064861167	0.352665081059197	1.37647586777929	0.717454042413923	0.212718377886617	2.44768809696291
58		X.1.1.2.2.2	0.0373983499412935	0.103977407722371	0.0655862672838628	0.147891122701847	0.10306691225178	0.051370941863215	0.174943537535881	0.040836834595397	0.0112446891649891	0.078754903394062	0.0381497110629345	0.00431603806759517	0.127047434751273	0.984015984015984	0.797532856466528	0.338483807945451	1.39665106709642	0.744217069236784	0.212718377886617	2.28668819449973
59		X.1.2	0.0220545510279738	0.178756208954686	0.158098170982443	0.202032066782073	0.177959494781766	0.146712042478924	0.217204857145436	0.0209509914624167	0.00802543224717922	0.0376460839665274	0.0197016427028292	0.00566399094863726	0.0565562425370537	0.45954045954046	1.07927786688924	0.492405265778885	1.75673714509534	1.02206123136265	0.339837285425188	2.68652245624013
60		X.1.2.1	0.018859100065407	0.159897108889279	0.138555197177212	0.180422683177559	0.159218414152208	0.131614748593831	0.200116162228043	0.0190179744149811	0.00663205332411701	0.0314556341356656	0.0179051441596506	0.00380002298439294	0.070516464392013	0.703296703296703	1.20885215847293	0.519770744385931	1.99347575417405	1.13613107102243	0.370981594176472	2.90352648831078
61		X.1.2.1.1	0.0122783767603518	0.147618732128928	0.126406647404644	0.169472247063995	0.147215592350131	0.119584278450599	0.187990207113851	0.0125640820934853	0.00389830986145445	0.0236586452765269	0.0119474104501095	0.00142696640064177	0.0373117199713438	0.914085914085914	1.13885593141017	0.511484959732445	1.96143084903599	1.06521535885742	0.396673215219374	2.8672589299237
62		X.1.2.1.1.1	0.0127167779313908	0.134901954197537	0.116778046746383	0.155851695254081	0.134694994352483	0.110224259249101	0.172451234341421	0.0126587118534979	0.00418290980860522	0.0228659789596667	0.0117166939351124	0.00215681729577549	0.0406244496089482	0.974025974025974	1.16134919527022	0.506595810784111	1.9294064384596	1.11401936440415	0.305955169159369	2.76582301404039
63		X.1.2.1.1.1.1	0.0107203493222268	0.12418160487531	0.106357977284227	0.14719315383867	0.123432736144829	0.0978894948004917	0.157531638351684	0.0128088166003587	0.00308252799106407	0.0222400264703245	0.0121898136646476	0.000654751024704053	0.048673982683808	0.32967032967033	1.16764245091818	0.501044789918164	1.8922015843826	1.08979424641123	0.366226358590468	3.12091577056113
64		X.1.2.1.1.1.1.1	0.0175085811610924	0.106673023714218	0.0855487934119445	0.126268626069906	0.106318109043406	0.0800080512162331	0.143720644981036	0.0141163577379868	0.00143613318459393	0.028189322823255	0.0129902810029948	0.000194823080808121	0.0444075587627651	0.434565434565435	0.971962912886071	0.349688775239831	1.73600220256679	0.90350902468097	0.285560971474139	2.52445690641849
65		X.1.2.1.1.1.1.1.1	0.0191390678951388	0.0875339558190789	0.0648772622188002	0.110011286169682	0.0872615930902485	0.0481666769266	0.121227316481652	0.0191716553964163	0.00332599186763441	0.0368908773070557	0.0177349661551576	0.00128623622497653	0.0684834578919514	0.647352647352647	0.989265087457737	0.402881143957735	1.63120959399435	0.935823733096052	0.288071962823094	2.51991330024314
66		X.1.2.1.1.1.1.1.1.2	0.0126499979612726	0.0748839578578062	0.0508042415425436	0.0980874001948678	0.0743998499443315	0.0343795137367868	0.117858588023116	0.0180504968303119	0.00205716261725636	0.0375551524111214	0.0164783408400175	0.000130510682741891	0.0684365925158544	0.812187812187812	0.93665110624409	0.367674355936451	1.55711632097083	0.896808154119662	0.244184612809327	2.51916405274857
67		X.1.2.1.1.1.1.1.2	0.0345970159046266	0.0720760078095911	0.0477555860999317	0.0982123060307497	0.0720426772874904	0.0328083357801421	0.111478953172694	0.0332708001243115	0.0119811788183416	0.0560037815846318	0.031782026628629	0.00595035007488645	0.0824307012331202	0.998001998001998	1.00046915447912	0.491256017788176	1.63604352358368	0.959612172229895	0.310767853129365	2.85149865347469
68		X.1.2.1.1.1.1.2	0.0221945233799015	0.101987081495408	0.0782937512934575	0.122843063071417	0.101786710065255	0.0642040021733329	0.145559103926693	0.0192926688483759	0.00304354057429351	0.0357510332089807	0.0180290418763778	0.000989069520136471	0.0519462659567982	0.727272727272727	1.09738216519103	0.495377962884104	1.91632378991955	1.0511089644885	0.272711739183156	2.38538816219344
69		X.1.2.1.1.1.1.2.2	0.0274399508122298	0.0745471306831786	0.0522259970735553	0.0972952081214928	0.0740566919721218	0.0398021117537748	0.122636197448384	0.0291467513792961	0.0100189906967081	0.0509507829931234	0.0280076804886536	0.00167873757162881	0.0697100366310156	0.977022977022977	1.3494498746429	0.681159968107157	2.28284594318655	1.28996369181244	0.447729773657683	3.12916167163966
70		X.1.2.1.1.1.1.2.2.2	0.0176787076377917	0.0568684230453869	0.0319053198634162	0.0816416512486118	0.0563689642961379	0.0218036524935561	0.104266796007591	0.0178185338739249	0.000182476413123162	0.0412546633636736	0.0159862117717941	0.000182476413123162	0.0611094682141807	0.559440559440559	0.990961836530474	0.404160757519523	1.64558811412117	0.935136179218712	0.349688775239831	3.16347400369021
71		X.1.2.1.1.1.2	0.0177319807796548	0.117169973417882	0.093859869942155	0.138773895710312	0.11707532035676	0.0817415726149115	0.156373483974222	0.0201741007287155	0.00633260548666079	0.0351105961389009	0.018673857294993	0.00590797949006056	0.0598229301707094	0.331668331668332	0.99224954592218	0.46580042652953	1.69664873895142	0.923732390788883	0.373835958839618	2.60835333635946
72		X.1.2.1.1.1.2.2	0.00806833919842451	0.109101634219458	0.0850580294729359	0.134147402518223	0.109255978413726	0.0687789853354093	0.151749483987733	0.0243785178517259	0.00605449190057292	0.0432566175410413	0.0231827095773693	0.00439625295026272	0.067736629587499	0.674325674325674	0.925056535735086	0.388254212428894	1.56149395950425	0.873639476452379	0.245328535662092	2.40261343459593
73		X.1.2.1.1.1.2.2.2	0.0306505868742119	0.0784510473452456	0.0513943248797012	0.106561600470484	0.078705784631918	0.0316908350516509	0.125697099711978	0.0297976696742753	0.00775692708017699	0.0553597467598024	0.0283387207634702	0.000741492712263508	0.0837403670963677	0.73026973026973	0.958760777045193	0.447090384332841	1.64868736663284	0.915004333413915	0.299972642624195	2.54263791324547
74		X.1.2.1.1.2	0.0493376458938388	0.0982810862350888	0.0572380001198916	0.138761287184543	0.0987118916165984	0.039493563251033	0.157145579874745	0.0489868865935366	0.0126319118361043	0.0914519633424889	0.0452686908388966	0.00622811292258854	0.128197516221285	0.984015984015984	0.729341780524974	0.30370546977273	1.2487572570558	0.686569650527144	0.226576116748483	2.67924514005084
75		X.1.2.1.2	0.0386143280728762	0.121282780816403	0.0889511894922764	0.152788039261146	0.121321233305903	0.0695569434440015	0.19094053631647	0.0376353573362478	0.00937911229500882	0.0677928957444186	0.0367963272161471	0.00284518651985646	0.0971779857477471	0.759240759240759	0.820871399850928	0.309390508716273	1.37724791910369	0.758938677093876	0.250828967946539	2.60849849030346
76		X.1.2.1.2.2	0.0327744548611424	0.0885083259552609	0.0541924494401171	0.123180005784079	0.0878433416207653	0.0355969798840893	0.17932044616034	0.032334497199791	0.00610634150698164	0.0624896474623236	0.0300369680002172	0.000308174538591888	0.0877976342114718	0.911088911088911	0.86333267338318	0.350277855620887	1.49744717634235	0.821821402367542	0.212718377886617	2.57020368821536
77		X.1.2.2	0.0379883021691966	0.14076790678549	0.101560716844222	0.175806269807735	0.141780731672626	0.0859713522619406	0.204151211743075	0.0384149181137851	0.0102619073934101	0.0688995069190791	0.0360899066796529	0.000572402565085173	0.125402211302718	0.765234765234765	0.72909103916707	0.276733885535101	1.2535872370329	0.680839038118379	0.21608341977786	2.35616459697271
78		X.1.2.2.2	0.0189994535110477	0.121768453274442	0.0865145187887245	0.158474383326705	0.120423893223056	0.0736810011190241	0.170902661614783	0.0217499609005695	0.00124723826663412	0.0415639215502083	0.0182271317996387	0.00124723826663412	0.0798548377922896	0.0629370629370629	0.848716279634303	0.38917499816033	1.30068992361891	0.820911677744169	0.38917499816033	2.40882312963724
