Index	Cell	Lineage	Branch Length	Height	Height 0.95 HPD Lo	Height 0.95 HPD Hi	Height Median	Height Range Lo	Height Range Hi	Length	Length 0.95 HPD Lo	Length 0.95 HPD Hi	Length Median	Length Range Lo	Length Range Hi	Posterior	Rate	Rate 0.95 HPD Lo	Rate 0.95 HPD Hi	Rate Median	Rate Range Lo	Rate Range Hi
23	Cell119	X.2.2.2.1.1.2.1	0.120010420764027	2.46223288178606e-17	0	5.55111512312578e-17	0	0	5.55111512312578e-17	0.120486941895344	0.0981156687173279	0.142016338480321	0.120250115363595	0.0772413392365048	0.170248717053118		0.935123104369158	0.730984118857971	1.13432177017497	0.930629473953397	0.64882110380289	1.35267341527788
24	Cell12	X.1.1.1.1.1.1.1.1.1.2	0.0905888576379509	2.47332402089321e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.0905888576379509	0.0714198078197673	0.110679629071984	0.0907060628914745	0.059236164065076	0.123769707428664		1.12650768939184	0.864786430193411	1.42174695557382	1.11660960004554	0.774160698627054	1.74826435416782
25	Cell120	X.2.1.2.1.1.2.2.2	0.105004315412155	2.44559617312534e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.111501210928401	0.081310248321609	0.146113792856703	0.108970130260539	0.0705361487228254	0.163176350703018		1.0314739533131	0.783694976075214	1.28129194483643	1.01919400855753	0.720431229725786	1.60691135449587
26	Cell121	X.1.2.2.1	0.154753067868022	2.45114174267892e-17	0	5.55111512312578e-17	0	0	5.55111512312578e-17	0.146058785210806	0.0987624557658459	0.188959284965858	0.14840111109314	0.0858480207727273	0.207263345994179		0.899818799386013	0.641972545053125	1.18840236286225	0.875047589327626	0.588395968868774	1.42746944907683
27	Cell122	X.2.2.1.2.2.2.1	0.127448895240224	2.46777845133963e-17	0	5.55111512312578e-17	0	0	5.55111512312578e-17	0.127448895240224	0.0964415670374974	0.153622948228785	0.127377543215941	0.079799885437651	0.166957764525018		0.777192900409345	0.588634850949917	0.964234836522878	0.768099098784973	0.562331157740063	1.21494902340017
28	Cell123	X.2.2.2.1.2.1	0.149847316702035	2.46777845133963e-17	0	5.55111512312578e-17	0	0	5.55111512312578e-17	0.149847316702036	0.132006902081985	0.169755781653606	0.149654191682554	0.115771542755074	0.184672338015419		0.749792697142922	0.61050476154825	0.903300444802049	0.744452567720181	0.538826021710613	1.07811632469263
29	Cell124	X.2.1.1.2.2.1.2	0.106481837178842	2.50105186866107e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.106481837178842	0.0851726182440229	0.131224358717347	0.106025720188486	0.0760962384697397	0.142143879290857		1.17359808571796	0.921139765874134	1.5124916652642	1.16193574528041	0.8005154968104	1.74857309064975
30	Cell125	X.2.2.2.1.2.2.1	0.11471934208048	2.46777845133963e-17	0	5.55111512312578e-17	0	0	5.55111512312578e-17	0.11471934208048	0.0940123703250941	0.138587649355706	0.114236423616714	0.0819140707598804	0.153850158623464		1.01625925650471	0.788267544509614	1.24454895965361	1.00943085723965	0.716839343220294	1.55292715639043
31	Cell126	X.2.1.2.1.1.2.1	0.134125784362207	2.46223288178606e-17	0	5.55111512312578e-17	0	0	5.55111512312578e-17	0.130069542083199	0.103590426076508	0.155982367615874	0.131978975731509	0.0788482775986832	0.170597812958791		0.80098231354867	0.644286308605519	0.992347938842434	0.796089810936724	0.532944176911879	1.14847527955311
32	Cell127	X.2.2.2.1.1.1.2.1	0.0826238832049071	2.4345050340182e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.0826325972353466	0.0628575734567408	0.106579411034948	0.0822868038772515	0.0510194355422226	0.119584075568525		1.46711211847753	1.09561973725319	1.85504866341549	1.45306157597479	0.867124640794444	1.97532216249936
33	Cell13	X.1.1.1.1.1.2.1.1.2.2.1	0.0766228453014582	2.48996072955392e-17	0	5.55111512312578e-17	0	0	1.11022302462516e-16	0.0768885517595383	0.0537765284786265	0.0973479643534823	0.0766145495733538	0.0461821566095673	0.121404455378292		1.29042607505576	0.905276875391649	1.71037302980172	1.2674562166487	0.67201050994311	1.9193540432882
