Cell	Cell1	Cell10	Cell100	Cell101	Cell102	Cell103	Cell104	Cell105	Cell106	Cell107	Cell108	Cell109	Cell11	Cell110	Cell111	Cell112	Cell113	Cell114	Cell115	Cell116	Cell117	Cell118	Cell119	Cell12	Cell120	Cell121	Cell122	Cell123	Cell124	Cell125	Cell126	Cell127	Cell13	Cell14	Cell15	Cell16	Cell17	Cell18	Cell19	Cell2	Cell20	Cell21	Cell22	Cell23	Cell24	Cell25	Cell26	Cell27	Cell28	Cell29	Cell3	Cell30	Cell31	Cell32	Cell33	Cell34	Cell35	Cell36	Cell37	Cell38	Cell39	Cell4	Cell40	Cell41	Cell42	Cell43	Cell44	Cell45	Cell46	Cell47	Cell48	Cell49	Cell5	Cell50	Cell51	Cell52	Cell53	Cell54	Cell55	Cell56	Cell57	Cell58	Cell59	Cell6	Cell60	Cell61	Cell62	Cell63	Cell64	Cell65	Cell66	Cell67	Cell68	Cell69	Cell7	Cell70	Cell71	Cell72	Cell73	Cell74	Cell75	Cell76	Cell77	Cell78	Cell79	Cell8	Cell80	Cell81	Cell82	Cell83	Cell84	Cell85	Cell86	Cell87	Cell88	Cell89	Cell9	Cell90	Cell91	Cell92	Cell93	Cell94	Cell95	Cell96	Cell97	Cell98	Cell99
Cell125	0.54937132406793	0.54937132406793	0.503269111790362	0.503269111790362	0.503269111790362	0.503269111790362	0.465135220828242	0.465135220828242	0.503269111790362	0.465135220828242	0.503269111790362	0.503269111790362	0.54937132406793	0.503269111790362	0.503269111790362	0.503269111790362	0.54937132406793	0.503269111790362	0.344165857903938	0.465135220828242	0.54937132406793	0.465135220828242	0.344165857903938	0.54937132406793	0.503269111790362	0.54937132406793	0.465135220828242	0.299694633404071	0.503269111790362	0	0.503269111790362	0.344165857903938	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.404660724459104	0.503269111790362	0.503269111790362	0.503269111790362	0.54937132406793	0.465135220828242	0.503269111790362	0.22943868416096	0.503269111790362	0.465135220828242	0.465135220828242	0.465135220828242	0.404660724459104	0.54937132406793	0.465135220828242	0.54937132406793	0.404660724459104	0.404660724459104	0.54937132406793	0.503269111790362	0.404660724459104	0.465135220828242	0.404660724459104	0.503269111790362	0.503269111790362	0.404660724459104	0.54937132406793	0.503269111790362	0.404660724459104	0.54937132406793	0.503269111790362	0.503269111790362	0.404660724459104	0.465135220828242	0.344165857903938	0.344165857903938	0.465135220828242
Cell126	0.54937132406793	0.54937132406793	0.460859365314177	0.460859365314177	0.316097902302877	0.268251568724413	0.503269111790362	0.503269111790362	0.410514532095831	0.503269111790362	0.368377496196363	0.460859365314177	0.54937132406793	0.460859365314177	0.460859365314177	0.460859365314177	0.54937132406793	0.368377496196363	0.503269111790363	0.503269111790362	0.54937132406793	0.503269111790362	0.503269111790363	0.54937132406793	0.268251568724413	0.54937132406793	0.503269111790363	0.503269111790362	0.460859365314177	0.503269111790362	0	0.503269111790363	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.503269111790362	0.316097902302877	0.410514532095831	0.410514532095831	0.54937132406793	0.503269111790362	0.41051453209583	0.503269111790362	0.460859365314177	0.503269111790362	0.503269111790362	0.503269111790362	0.503269111790362	0.54937132406793	0.503269111790362	0.54937132406793	0.503269111790362	0.503269111790362	0.54937132406793	0.460859365314177	0.503269111790362	0.503269111790362	0.503269111790362	0.368377496196363	0.460859365314177	0.503269111790362	0.54937132406793	0.460859365314177	0.503269111790362	0.54937132406793	0.410514532095831	0.460859365314177	0.503269111790362	0.503269111790363	0.503269111790363	0.503269111790363	0.503269111790362
Cell127	0.54937132406793	0.54937132406793	0.503269111790363	0.503269111790363	0.503269111790363	0.503269111790363	0.465135220828242	0.465135220828242	0.503269111790363	0.465135220828242	0.503269111790363	0.503269111790363	0.54937132406793	0.503269111790363	0.503269111790363	0.503269111790363	0.54937132406793	0.503269111790363	0.23504081729008	0.465135220828242	0.54937132406793	0.465135220828242	0.288799783325997	0.54937132406793	0.503269111790363	0.54937132406793	0.465135220828242	0.344165857903938	0.503269111790363	0.344165857903938	0.503269111790363	0	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.404660724459104	0.503269111790363	0.503269111790363	0.503269111790363	0.54937132406793	0.465135220828242	0.503269111790363	0.344165857903938	0.503269111790363	0.465135220828242	0.465135220828242	0.465135220828242	0.404660724459104	0.54937132406793	0.465135220828242	0.54937132406793	0.404660724459104	0.404660724459104	0.54937132406793	0.503269111790363	0.404660724459104	0.465135220828242	0.404660724459104	0.503269111790363	0.503269111790363	0.404660724459104	0.54937132406793	0.503269111790363	0.404660724459104	0.54937132406793	0.503269111790363	0.503269111790363	0.404660724459104	0.465135220828242	0.165247766409814	0.288799783325997	0.465135220828242
Cell13	0.359562444453979	0.400797889610668	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.359562444453979	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0	0.303389059519478	0.430438915441584	0.470569530451671	0.359562444453979	0.275669986471922	0.430438915441584	0.430438915441584	0.400797889610668	0.470569530451671	0.430438915441584	0.400797889610668	0.359562444453979	0.430438915441584	0.430438915441584	0.400797889610668	0.359562444453979	0.400797889610668	0.20458826062876	0.400797889610668	0.400797889610668	0.430438915441584	0.400797889610668	0.430438915441584	0.359562444453979	0.430438915441584	0.400797889610668	0.303389059519478	0.400797889610668	0.400797889610668	0.400797889610668	0.430438915441584	0.470569530451671	0.400797889610668	0.470569530451671	0.470569530451671	0.359562444453979	0.303389059519478	0.359562444453979	0.400797889610668	0.242404829986894	0.359562444453979	0.359562444453979	0.470569530451671	0.303389059519478	0.275669986471922	0.359562444453979	0.359562444453979	0.400797889610668	0.359562444453979	0.430438915441584	0.359562444453979	0.400797889610668	0.359562444453979	0.400797889610668	0.359562444453979	0.470569530451671	0.153245690602916	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.430438915441584	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793
Cell14	0.359562444453979	0.400797889610668	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.359562444453979	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.303389059519478	0	0.430438915441584	0.470569530451671	0.359562444453979	0.303389059519478	0.430438915441584	0.430438915441584	0.400797889610668	0.470569530451671	0.430438915441584	0.400797889610668	0.359562444453979	0.430438915441584	0.430438915441584	0.400797889610668	0.359562444453979	0.400797889610668	0.303389059519478	0.400797889610668	0.400797889610668	0.430438915441584	0.400797889610668	0.430438915441584	0.359562444453979	0.430438915441584	0.400797889610668	0.174043193623569	0.400797889610668	0.400797889610668	0.400797889610668	0.430438915441584	0.470569530451671	0.400797889610668	0.470569530451671	0.470569530451671	0.359562444453979	0.240675006547307	0.359562444453979	0.400797889610668	0.303389059519478	0.359562444453979	0.359562444453979	0.470569530451671	0.240675006547307	0.303389059519478	0.359562444453979	0.359562444453979	0.400797889610668	0.359562444453979	0.430438915441584	0.359562444453979	0.400797889610668	0.359562444453979	0.400797889610668	0.359562444453979	0.470569530451671	0.303389059519478	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.430438915441584	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793
Cell15	0.430438915441584	0.430438915441584	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.430438915441584	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.430438915441584	0.430438915441584	0	0.470569530451671	0.430438915441584	0.430438915441584	0.310531622271843	0.378128728462038	0.430438915441584	0.470569530451671	0.310531622271843	0.430438915441584	0.430438915441584	0.155147078390556	0.378128728462038	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.206835046030131	0.430438915441584	0.338618445687101	0.430438915441584	0.235318371374043	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.271613842552604	0.470569530451671	0.430438915441584	0.470569530451671	0.470569530451671	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.470569530451671	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.338618445687101	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.470569530451671	0.430438915441584	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.378128728462038	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793
Cell16	0.470569530451671	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.38985361044261	0.54937132406793	0.54937132406793	0.54937132406793	0.324600931958566	0.54937132406793	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.470569530451671	0.470569530451671	0	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.38985361044261	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.38985361044261	0.470569530451671	0.324600931958566	0.38985361044261	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.38985361044261	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.324600931958566	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.324600931958566	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.324600931958566	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793
Cell17	0.331234033051296	0.400797889610668	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.331234033051296	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.359562444453979	0.359562444453979	0.430438915441584	0.470569530451671	0	0.359562444453979	0.430438915441584	0.430438915441584	0.400797889610668	0.470569530451671	0.430438915441584	0.400797889610668	0.331234033051296	0.430438915441584	0.430438915441584	0.400797889610668	0.331234033051296	0.400797889610668	0.359562444453979	0.400797889610668	0.400797889610668	0.430438915441584	0.400797889610668	0.430438915441584	0.331234033051296	0.430438915441584	0.400797889610668	0.359562444453979	0.400797889610668	0.400797889610668	0.400797889610668	0.430438915441584	0.470569530451671	0.400797889610668	0.470569530451671	0.470569530451671	0.331234033051296	0.359562444453979	0.286161458750568	0.400797889610668	0.359562444453979	0.331234033051296	0.331234033051296	0.470569530451671	0.359562444453979	0.359562444453979	0.23499713192684	0.213043805174928	0.400797889610668	0.331234033051296	0.430438915441584	0.213043805174928	0.400797889610668	0.170819138773785	0.400797889610668	0.260749818989745	0.470569530451671	0.359562444453979	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.430438915441584	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793
Cell18	0.359562444453979	0.400797889610668	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.359562444453979	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.275669986471922	0.303389059519478	0.430438915441584	0.470569530451671	0.359562444453979	0	0.430438915441584	0.430438915441584	0.400797889610668	0.470569530451671	0.430438915441584	0.400797889610668	0.359562444453979	0.430438915441584	0.430438915441584	0.400797889610668	0.359562444453979	0.400797889610668	0.275669986471922	0.400797889610668	0.400797889610668	0.430438915441584	0.400797889610668	0.430438915441584	0.359562444453979	0.430438915441584	0.400797889610668	0.303389059519478	0.400797889610668	0.400797889610668	0.400797889610668	0.430438915441584	0.470569530451671	0.400797889610668	0.470569530451671	0.470569530451671	0.359562444453979	0.303389059519478	0.359562444453979	0.400797889610668	0.275669986471922	0.359562444453979	0.359562444453979	0.470569530451671	0.303389059519478	0.206007909951231	0.359562444453979	0.359562444453979	0.400797889610668	0.359562444453979	0.430438915441584	0.359562444453979	0.400797889610668	0.359562444453979	0.400797889610668	0.359562444453979	0.470569530451671	0.275669986471922	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.430438915441584	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793
Cell19	0.430438915441584	0.430438915441584	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.430438915441584	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.430438915441584	0.430438915441584	0.310531622271843	0.470569530451671	0.430438915441584	0.430438915441584	0	0.378128728462038	0.430438915441584	0.470569530451671	0.241005536871811	0.430438915441584	0.430438915441584	0.310531622271843	0.378128728462038	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.310531622271843	0.430438915441584	0.338618445687101	0.430438915441584	0.310531622271843	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.310531622271843	0.470569530451671	0.430438915441584	0.470569530451671	0.470569530451671	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.470569530451671	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.338618445687101	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.470569530451671	0.430438915441584	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.378128728462038	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793
Cell2	0.430438915441584	0.430438915441584	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.430438915441584	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.430438915441584	0.430438915441584	0.378128728462038	0.470569530451671	0.430438915441584	0.430438915441584	0.378128728462038	0	0.430438915441584	0.470569530451671	0.378128728462038	0.430438915441584	0.430438915441584	0.378128728462038	0.243898433970521	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.378128728462038	0.430438915441584	0.378128728462038	0.430438915441584	0.378128728462038	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.378128728462038	0.470569530451671	0.430438915441584	0.470569530451671	0.470569530451671	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.470569530451671	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.378128728462038	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.430438915441584	0.470569530451671	0.430438915441584	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.300845232976626	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793
Cell20	0.400797889610668	0.357379643105843	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.400797889610668	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.400797889610668	0.400797889610668	0.430438915441584	0.470569530451671	0.400797889610668	0.400797889610668	0.430438915441584	0.430438915441584	0	0.470569530451671	0.430438915441584	0.357379643105843	0.400797889610668	0.430438915441584	0.430438915441584	0.278035974113302	0.400797889610668	0.320305399355219	0.400797889610668	0.252311663942253	0.357379643105843	0.430438915441584	0.357379643105843	0.430438915441584	0.400797889610668	0.430438915441584	0.224539285103917	0.400797889610668	0.320305399355219	0.252311663942253	0.18003494200065	0.430438915441584	0.470569530451671	0.357379643105843	0.470569530451671	0.470569530451671	0.400797889610668	0.400797889610668	0.400797889610668	0.320305399355219	0.400797889610668	0.400797889610668	0.400797889610668	0.470569530451671	0.400797889610668	0.400797889610668	0.400797889610668	0.400797889610668	0.320305399355219	0.400797889610668	0.430438915441584	0.400797889610668	0.224539285103917	0.400797889610668	0.224539285103917	0.400797889610668	0.470569530451671	0.400797889610668	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.430438915441584	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793
Cell21	0.470569530451671	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.294800899297193	0.54937132406793	0.54937132406793	0.54937132406793	0.38985361044261	0.54937132406793	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.470569530451671	0.470569530451671	0.38985361044261	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.294800899297193	0.470569530451671	0.38985361044261	0.206789869028755	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.247127968360584	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.470569530451671	0.38985361044261	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.470569530451671	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.38985361044261	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.38985361044261	0.54937132406793	0.54937132406793	0.522619995314667	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793	0.54937132406793
