Sample	posterior	ESS(posterior)	likelihood	prior
795000	-14089.017110048682	5.0	-14121.355752181868	32.33864213318554
800000	-14069.295200878252	5.1	-14104.083122655698	34.787921777446954
805000	-14074.840649812468	5.1	-14111.919027828708	37.07837801624068
810000	-14067.503881788933	5.1	-14101.101013513085	33.59713172415204
815000	-14081.61518722872	5.2	-14114.858831372509	33.24364414378871
820000	-14087.680771790168	5.2	-14118.287094397483	30.606322607314418
825000	-14089.059875590912	5.2	-14121.175682567062	32.115806976148974
830000	-14079.79307735537	5.2	-14113.705099645416	33.912022290046146
835000	-14083.700876583045	5.3	-14112.146428383636	28.445551800590106
840000	-14087.813012640263	5.3	-14122.685578238381	34.87256559811835
845000	-14082.342363688242	5.5	-14113.146153342088	30.80378965384645
850000	-14081.64242556605	5.5	-14109.563928283334	27.92150271728577
855000	-14067.127242150502	5.6	-14101.157693373721	34.03045122322031
860000	-14083.215943078758	5.6	-14113.323695436291	30.10775235753358
865000	-14088.445586066779	5.6	-14120.548501401609	32.10291533483068
870000	-14070.497530992438	5.7	-14100.655633977218	30.15810298477992
875000	-14072.391601726864	5.7	-14105.346953788692	32.95535206182771
880000	-14090.398586873314	5.7	-14123.116518581559	32.717931708244144
885000	-14076.366208577969	5.8	-14110.335838032095	33.96962945412611
890000	-14074.111692749633	5.8	-14105.481185654122	31.36949290448913
895000	-14071.39435230031	6.0	-14102.903194488475	31.50884218816532
900000	-14079.212412003882	6.0	-14116.013588936577	36.801176932694716
905000	-14083.725325379979	6.1	-14114.484292003985	30.758966624004994
910000	-14088.554068761781	6.1	-14119.930035562076	31.375966800294535
915000	-14071.351228431053	6.1	-14105.564403811226	34.21317538017246
920000	-14082.053940634409	6.1	-14115.202883194914	33.14894256050477
925000	-14081.928897782273	6.2	-14113.07403437967	31.14513659739802
930000	-14084.94209163624	6.2	-14115.717649033031	30.775557396792415
935000	-14079.332736744827	6.2	-14112.980921961813	33.648185216985276
940000	-14092.691692296428	6.3	-14125.27079787501	32.579105578581704
945000	-14076.09153669804	6.5	-14109.351769079396	33.26023238135554
950000	-14068.499726889908	6.5	-14101.93468832719	33.43496143728195
955000	-14075.886848468015	6.6	-14107.015816662995	31.12896819497959
960000	-14087.455464829636	6.6	-14121.064835619527	33.60937078989081
965000	-14086.270300496191	6.6	-14117.245917535189	30.97561703899759
970000	-14084.492117145497	6.7	-14116.91922975208	32.42711260658315
975000	-14086.295884231704	6.7	-14119.024266102122	32.728381870417614
980000	-14101.006047884193	6.8	-14136.300770529058	35.29472264486574
985000	-14087.354001998405	6.8	-14118.80312546069	31.44912346228634
990000	-14080.15147600463	6.8	-14114.168849356798	34.01737335216829
995000	-14082.8017040916	7.1	-14114.558642969369	31.756938877767993
1000000	-14081.982938659841	7.1	-14108.898844838282	26.915906178440903
1005000	-14092.799133652288	7.2	-14123.59118839501	30.792054742721604
1010000	-14079.516464977816	7.2	-14104.800952380861	25.284487403045926
1015000	-14087.997038247819	7.2	-14120.629772120976	32.63273387315729
1020000	-14084.886722762829	7.3	-14117.573486077279	32.68676331445113
1025000	-14090.057016327299	7.3	-14119.796774995679	29.739758668380226
1030000	-14077.565303375992	7.4	-14107.661921184272	30.09661780827932
1035000	-14074.409113783655	7.4	-14101.864304575985	27.455190792329752
1040000	-14069.984686735399	7.4	-14100.691145777337	30.706459041937777
1045000	-14078.458869943632	7.7	-14111.120237203588	32.66136725995626
1050000	-14088.05565984819	7.8	-14117.422588363934	29.366928515743027
1055000	-14091.788836868376	7.8	-14120.55117036613	28.762333497753506
1060000	-14094.46252811277	7.9	-14121.45672485681	26.99419674403964
1065000	-14091.060060949447	7.9	-14113.20559014282	22.145529193373164
1070000	-14080.684204052488	8.0	-14105.619060815126	24.934856762637807
1075000	-14080.622577369519	8.0	-14112.906459994654	32.28388262513629
1080000	-14081.022089368109	8.1	-14115.206768951275	34.18467958316634
1085000	-14076.663211580173	8.1	-14108.687748797118	32.02453721694533
1090000	-14082.243171872238	8.1	-14116.917664545841	34.67449267360233
1095000	-14082.083197631575	8.5	-14117.092567258587	35.00936962701268
1100000	-14076.126485134699	8.5	-14107.505717846076	31.379232711376073
1105000	-14071.863319895034	8.6	-14102.14193869307	30.278618798037286
1110000	-14084.445886292538	8.6	-14116.52253486323	32.07664857069138
1115000	-14059.058373417389	8.7	-14090.296994369299	31.238620951909702
1120000	-14085.061104161412	8.8	-14114.473220413749	29.412116252337206
1125000	-14076.328243863112	8.8	-14104.505812282472	28.17756841936073
1130000	-14078.672686394559	8.9	-14106.459680685988	27.786994291429423
1135000	-14084.229493331331	8.9	-14110.893079779002	26.663586447669793
1140000	-14075.790872399828	9.0	-14105.158514342293	29.367641942465404
1145000	-14083.292995740425	9.3	-14108.840664918076	25.54766917765123
1150000	-14084.510306037579	9.4	-14116.268104709325	31.757798671745828
1155000	-14075.535284325535	9.4	-14108.306015398404	32.77073107286867
1160000	-14089.14666022484	9.5	-14121.033968395013	31.887308170172744
1165000	-14092.965437393148	9.5	-14124.02627723661	31.060839843461203
1170000	-14096.835335774445	9.6	-14125.861295489827	29.02595971538259
1175000	-14098.361067788324	9.7	-14124.708100452248	26.347032663923915
1180000	-14101.565303546739	9.7	-14128.712578619376	27.14727507263651
1185000	-14088.915005411534	9.8	-14114.609912601247	25.694907189712904
1190000	-14095.349284237373	9.8	-14125.394943409616	30.045659172244
1195000	-14082.215703368822	10.3	-14113.247279732766	31.031576363944776
1200000	-14087.048610761216	10.4	-14112.66699747484	25.618386713623867
1205000	-14090.947993271244	10.4	-14121.108933383699	30.160940112455304
1210000	-14076.83614816123	10.5	-14109.73751789389	32.9013697326595
1215000	-14072.490024061552	10.6	-14103.074798554802	30.584774493249895
1220000	-14080.708859392606	10.6	-14108.632402964058	27.92354357145279
1225000	-14075.728873435708	10.7	-14099.621107397734	23.892233962025767
1230000	-14089.101700188818	10.7	-14120.600716444285	31.499016255466973
1235000	-14084.421289711601	10.8	-14116.588710727721	32.16742101612071
1240000	-14068.405793118642	10.8	-14101.13909974496	32.73330662631725
1245000	-14074.363590694158	11.4	-14105.440733203479	31.077142509320314
1250000	-14068.384567614601	11.5	-14102.24327375993	33.858706145328824
1255000	-14079.990434822903	11.6	-14110.690363469394	30.699928646490243
1260000	-14091.985485595149	11.6	-14127.142081342186	35.156595747037834
1265000	-14080.546670678636	11.7	-14111.86912810776	31.322457429125542
1270000	-14079.157726505427	11.7	-14109.342180393625	30.18445388819738
1275000	-14073.707740590642	11.8	-14103.910827602538	30.20308701189609
1280000	-14090.052407325515	11.8	-14120.875907886748	30.82350056123414
1285000	-14084.665992505064	11.9	-14121.030999024013	36.36500651894918
1290000	-14073.702559019444	12.0	-14108.982298456236	35.27973943679169
1295000	-14081.279320097381	12.6	-14116.134068723077	34.85474862569569
1300000	-14083.139216594453	12.7	-14118.204445358027	35.0652287635755
1305000	-14103.586439614412	12.8	-14134.137184513786	30.550744899374667
1310000	-14089.73081201942	12.8	-14120.26081912363	30.530007104211457
1315000	-14092.415738832819	12.9	-14123.679438271103	31.2636994382843
1320000	-14073.95626967914	13.0	-14103.688806773782	29.732537094641806
1325000	-14082.47464285326	12.9	-14109.177162495927	26.702519642667706
1330000	-14099.401187445681	13.1	-14127.271689992225	27.87050254654472
1335000	-14092.13617494404	13.2	-14122.741825121073	30.605650177033407
1340000	-14089.35168967328	13.2	-14122.382689044212	33.03099937093171
1345000	-14106.14691824229	13.8	-14141.20066044714	35.05374220485084
1350000	-14087.45964260699	13.9	-14121.108335283143	33.64869267615302
1355000	-14099.295658204273	14.0	-14131.915098195352	32.6194399910785
1360000	-14094.462979560356	14.0	-14128.406148691078	33.943169130722595
1365000	-14095.524333913794	14.1	-14125.811338162794	30.287004248999065
1370000	-14094.292174548413	14.1	-14124.786864598127	30.494690049714414
1375000	-14080.556681896556	14.2	-14114.41043364846	33.85375175190363
1380000	-14077.546240706404	14.3	-14106.328005086552	28.78176438014805
1385000	-14095.831144919499	14.4	-14123.740233383363	27.909088463864926
1390000	-14107.01791806305	14.4	-14139.465940842192	32.44802277914337
1395000	-14088.232041455063	15.2	-14123.348906881127	35.11686542606439
1400000	-14078.610892100063	15.3	-14108.99118964008	30.3802975400185
1405000	-14081.45742276435	15.4	-14114.61363790554	33.15621514119089
1410000	-14083.634034551547	15.5	-14111.472029657376	27.837995105828316
1415000	-14076.09737738515	15.6	-14104.702492589771	28.60511520462148
1420000	-14094.622225935946	15.7	-14118.356357806115	23.734131870169914
1425000	-14084.831249812032	15.8	-14110.181136732675	25.349886920643694
1430000	-14078.645752065873	15.9	-14105.50376280634	26.858010740467392
1435000	-14090.028128299204	15.9	-14121.030563411001	31.002435111797684
1440000	-14067.447006483055	16.1	-14096.344689980286	28.89768349723061
1445000	-14080.215641101342	17.1	-14108.084403096565	27.868761995224204
1450000	-14072.577036051787	17.2	-14103.412588969166	30.835552917378195
1455000	-14073.437376565047	17.3	-14100.93489301427	27.497516449222477
1460000	-14074.845727448146	17.5	-14106.445867244152	31.6001397960062
1465000	-14072.600705887495	17.6	-14102.010557617352	29.40985172985766
1470000	-14075.855790338324	17.7	-14106.482552276191	30.626761937867226
1475000	-14078.86791552313	17.8	-14106.805488478574	27.937572955444676
1480000	-14074.495290215451	17.9	-14104.40626090886	29.910970693408853
1485000	-14084.358735613801	18.0	-14116.767799756952	32.409064143151184
1490000	-14075.510451900065	18.1	-14107.31174081222	31.801288912153954
1495000	-14071.85831513809	19.3	-14101.7612753113	29.90296017321035
1500000	-14075.773453890612	19.5	-14104.75400838062	28.980554490008156
1505000	-14071.567520939343	19.6	-14104.582080732334	33.01455979299079
1510000	-14077.995952391262	19.7	-14112.721570914542	34.725618523279635
1515000	-14086.66292181558	19.8	-14117.166787054077	30.50386523849673
1520000	-14078.806698211463	20.9	-14109.724574624624	30.917876413160986
1525000	-14073.41984095424	21.0	-14098.194936902517	24.775095948276245
1530000	-14082.202408026586	21.0	-14110.72230260792	28.51989458133416
1535000	-14087.200043256353	21.1	-14117.045579290825	29.845536034472723
1540000	-14081.320364667745	21.2	-14109.787013914478	28.466649246732683
1545000	-14084.081762995607	22.8	-14111.670295528298	27.588532532690365
1550000	-14075.600898968578	22.9	-14107.448017261311	31.847118292733732
1555000	-14082.891031801384	23.0	-14114.739762875128	31.848731073744112
1560000	-14083.074515778993	23.0	-14114.016634298192	30.94211851919845
1565000	-14080.793357857485	23.1	-14112.050001844918	31.256643987434234
1570000	-14072.480625035649	23.1	-14103.325931565767	30.845306530118794
1575000	-14087.456370844206	23.2	-14122.013795145855	34.55742430164877
1580000	-14094.85081284121	23.4	-14128.451829644398	33.60101680318864
1585000	-14082.380505486484	23.5	-14112.82420282087	30.44369733438492
1590000	-14075.830251048757	23.5	-14108.525152321385	32.69490127262746
1595000	-14073.734179939218	25.5	-14107.20538461938	33.47120468016075
1600000	-14082.955587746279	25.5	-14118.589454546103	35.633866799825064
1605000	-14083.279699922266	25.6	-14111.786477090818	28.506777168551253
1610000	-14079.202462277253	25.6	-14106.144196396423	26.94173411916878
1615000	-14090.381868176599	25.8	-14124.313529175017	33.931660998418174
1620000	-14083.018200281844	25.9	-14113.72507182334	30.706871541497904
1625000	-14075.106084742863	25.9	-14107.28358453524	32.177499792376615
1630000	-14080.930387986547	26.0	-14112.04580416116	31.115416174612697
1635000	-14077.014304578604	26.1	-14107.66853044323	30.654225864626273
1640000	-14068.781293400767	26.1	-14100.07783421435	31.296540813581547
1645000	-14095.735524129934	31.9	-14124.981565064916	29.2460409349827
1650000	-14089.291714148629	32.0	-14117.387131408952	28.09541726032409
1655000	-14099.983931942765	32.3	-14128.491416364484	28.50748442171881
1660000	-14089.71157510256	32.4	-14119.333080592001	29.621505489441542
1665000	-14087.101384560438	32.5	-14116.564357783851	29.46297322341265
1670000	-14081.58355006786	32.6	-14109.777871132403	28.194321064541576
1675000	-14084.137882902305	32.7	-14111.919571985189	27.781689082883275
1680000	-14066.541158935139	33.1	-14101.956334962533	35.415176027394736
1685000	-14075.426797902832	33.2	-14106.966064050659	31.539266147827593
1690000	-14073.943951065698	33.4	-14104.802827702248	30.85887663655024
1695000	-14070.633646418233	36.7	-14100.551573082541	29.917926664307934
1700000	-14064.56964351871	37.0	-14096.449202265036	31.879558746326175
1705000	-14072.152235091928	37.2	-14104.396937919466	32.244702827538724
1710000	-14075.391441182082	37.3	-14103.521328764482	28.129887582399355
1715000	-14074.6286259018	37.4	-14102.186412007713	27.55778610591448
1720000	-14082.317078852662	37.5	-14109.04812916918	26.731050316517816
1725000	-14073.20496980051	37.5	-14103.633616687215	30.428646886704524
1730000	-14094.237994829136	37.9	-14120.494762975464	26.256768146328284
1735000	-14088.182743870124	38.1	-14117.304921077028	29.122177206903483
1740000	-14086.734293646296	38.3	-14116.610683742347	29.87639009605075
1745000	-14068.359243338135	42.1	-14099.098275807408	30.739032469272615
1750000	-14067.092860224395	42.1	-14102.686719474243	35.59385924984784
1755000	-14083.553856855266	42.3	-14118.16867221728	34.614815362013424
1760000	-14076.942512626929	42.3	-14103.81606844869	26.87355582176093
1765000	-14072.372781540607	42.4	-14101.914707090215	29.54192554960801
1770000	-14074.968536417678	42.5	-14107.321681706102	32.353145288423136
1775000	-14085.528252556154	42.7	-14117.717839874736	32.18958731858151
1780000	-14080.113949725523	42.8	-14112.921971321939	32.80802159641677
1785000	-14076.806507584408	42.9	-14106.877588807818	30.071081223409323
1790000	-14075.941983031045	43.0	-14106.115155454472	30.173172423427236
1795000	-14085.842040907071	48.0	-14116.786425921748	30.94438501467694
1800000	-14094.578148336872	48.5	-14125.800085961557	31.221937624685296
1805000	-14099.663899026724	49.1	-14131.701661119812	32.037762093088546
1810000	-14085.617516156279	49.3	-14118.484426575886	32.86691041960764
1815000	-14079.695095181773	49.5	-14111.701040980448	32.005945798674745
1820000	-14071.176638078712	49.8	-14101.671497282929	30.494859204215977
1825000	-14069.359571694682	50.1	-14104.32771644278	34.96814474809827
1830000	-14077.310869873056	50.2	-14112.956852783776	35.64598291071994
1835000	-14082.473999130812	50.4	-14112.559512631733	30.08551350092069
1840000	-14093.269588188834	50.7	-14124.144915350611	30.87532716177632
1845000	-14081.79902944129	56.8	-14112.838432444969	31.039403003677815
1850000	-14093.037419782406	57.0	-14128.519827786073	35.482408003666244
1855000	-14088.397749504535	57.2	-14121.13856950099	32.74081999645599
1860000	-14082.571435842347	57.3	-14112.90512584095	30.333689998603987
1865000	-14084.179672832419	57.5	-14114.543869599185	30.36419676676656
1870000	-14077.486460626695	57.7	-14108.583705652758	31.097245026063653
1875000	-14077.080647622124	57.9	-14113.149490545924	36.06884292379949
1880000	-14081.553881613196	58.1	-14114.513163029098	32.95928141590183
1885000	-14090.817689466148	58.3	-14124.97910114872	34.16141168257067
1890000	-14102.26011488628	58.7	-14134.552438664508	32.29232377822925
1895000	-14084.155117620709	66.2	-14113.689585161992	29.53446754128315
1900000	-14092.12490341622	66.2	-14125.273578850558	33.1486754343384
1905000	-14094.43603175764	66.3	-14123.164353486343	28.728321728704405
1910000	-14096.362359160783	66.3	-14123.599713518926	27.237354358142987
1915000	-14078.712203774694	66.7	-14112.855724055375	34.14352028067978
1920000	-14077.174450097906	67.1	-14107.033156371286	29.858706273379926
1925000	-14089.036246621903	67.2	-14118.89341428702	29.857167665116943
1930000	-14091.652507202183	67.2	-14120.460444337004	28.807937134821387
1935000	-14070.35614271316	68.2	-14097.899389734872	27.54324702171139
1940000	-14079.514340782926	68.6	-14106.236244861786	26.721904078860863
1945000	-14083.706063181615	76.0	-14109.421766821622	25.71570364000833
1950000	-14073.190391168702	76.8	-14103.225160997736	30.034769829032964
1955000	-14075.610368983622	77.1	-14109.34513555885	33.734766575227326
1960000	-14076.905811399074	77.4	-14108.592919958708	31.687108559633785
1965000	-14089.485838994518	77.8	-14120.34201392197	30.856174927452383
1970000	-14095.433958133532	78.5	-14124.508360531605	29.074402398072998
1975000	-14090.603950757732	78.9	-14113.111557219016	22.507606461283626
1980000	-14080.201436953535	79.1	-14110.426233762837	30.224796809302116
1985000	-14085.597718865458	79.4	-14113.200156201181	27.602437335723835
1990000	-14091.453567229259	79.7	-14117.725460205364	26.2718929761053
1995000	-14087.397481789709	88.1	-14114.722638938812	27.325157149103795
2000000	-14078.620298028007	88.5	-14106.468459922526	27.848161894517965
2005000	-14078.755567942142	88.9	-14111.839303489489	33.08373554734642
2010000	-14091.468469765885	89.1	-14118.990249090975	27.521779325089703
2015000	-14085.558854827417	89.2	-14113.151634895285	27.592780067866578
2020000	-14084.599596915414	89.3	-14110.760278885098	26.16068196968387
2025000	-14075.290022000592	90.0	-14101.228657459393	25.938635458800828
2030000	-14079.780136343268	90.3	-14107.661296759648	27.881160416380798
2035000	-14083.128841226538	90.6	-14113.016310361836	29.887469135298485
2040000	-14082.574831802283	90.8	-14115.371882339075	32.79705053679147
2045000	-14081.275083355955	100.3	-14113.629007550097	32.35392419414182
2050000	-14083.805468939865	100.5	-14112.587279246176	28.78181030631101
2055000	-14089.103347360848	100.9	-14121.480531348512	32.377183987663884
2060000	-14087.517610917841	101.1	-14119.65909949528	32.141488577439155
2065000	-14087.025060872244	101.3	-14121.252069635795	34.227008763552156
2070000	-14071.177718521103	102.3	-14101.631722167278	30.454003646175238
