Geneid,SRR6710256,SRR6710257,SRR6710258,SRR6710259,SRR6710260,SRR6710261,SRR6710262,SRR6710263,SRR6710264,SRR6710265,SRR6710266,SRR6710267,SRR6710268,SRR6710269,SRR6710270,SRR6710271,SRR6710272,SRR6710273,SRR6710274,SRR6710275,SRR6710276,SRR6710277,SRR6710278,SRR6710279,SRR6710280,SRR6710281,SRR6710282,SRR6710283,SRR6710284,SRR6710285,SRR6710286,SRR6710287,SRR6710288,SRR6710289,SRR6710290,SRR6710291,SRR6710292,SRR6710293,SRR6710294,SRR6710295,SRR6710296,SRR6710297,SRR6710298,SRR6710299,SRR6710300,SRR6710301
ENSG00000223972.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000227232.5,0,0,0,3,0,0,30,3,2,13,0,0,0,1,0,0,19,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,2,0,0,1,0,13,0,0,0,0,0,1
ENSG00000237613.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ENSG00000238009.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233750.3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268903.1,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0
ENSG00000269981.1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239906.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241860.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,0,0,0,0,0,0,0,0,0,175,107,0,0,57,0,0,0,0,0,0,0,0,14,0,2,0,4,0
ENSG00000241599.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0
ENSG00000279928.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000279457.1,0,0,0,0,0,0,7,7,8,1,0,0,0,12,0,0,1,0,0,0,0,0,5,0,0,0,43,0,0,0,0,0,0,0,8,0,0,12,0,115,0,0,0,0,0,2
ENSG00000228463.6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236679.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000237094.9,16,3,23,5,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,5,0,0,7,38,47,32,0,0,0,0,0,0,0,0,2,1,22,0
ENSG00000269732.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000250575.1,0,0,0,0,0,0,0,4,0,0,266,0,0,0,2,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,43,0,0,0,8,0,0,0,0,0,0,0,0,0,0
ENSG00000239664.2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230021.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225972.1,82,82,102,20,264,4,228,54,20,12,162,82,188,210,214,212,200,54,14,146,56,52,406,132,1218,393,804,104,0,16,2586,50,14,544,174,82,0,94,20,476,0,392,56,260,220,30
ENSG00000225630.1,610,486,2310,252,344,24,1544,650,730,961,1464,1011,1775,2878,2180,1954,1072,577,544,924,398,392,4832,42,6506,522,2371,430,30,6,23440,56,1262,1614,332,46,2,20,22,301,2,1759,66,1348,259,16
ENSG00000276171.1,71,26,9,1,52,3,102,60,0,34,161,86,90,77,92,149,55,59,14,46,0,29,144,45,0,209,25,77,0,0,0,43,0,125,33,0,0,16,0,2,0,0,0,0,7,0
ENSG00000237973.1,603,859,1530,416,524,28,988,833,16,1114,2674,2460,1264,3071,2055,2228,529,608,722,955,4,404,2015,1539,984,2689,11987,967,174,2,5507,1319,6,5661,852,2779,150,3617,1609,1644,2,240,24,840,1541,32
ENSG00000229344.1,44,56,90,14,24,2,20,18,10,28,86,82,112,130,62,154,50,22,32,36,0,42,120,34,238,44,611,30,24,0,953,62,114,204,30,36,0,56,24,90,0,118,6,106,30,30
ENSG00000240409.1,4,7,3,2,7,0,12,5,0,4,13,7,3,11,11,11,8,2,1,6,0,0,30,2,21,0,29,0,0,0,183,6,3,22,0,0,0,4,8,1,0,11,0,4,8,0
ENSG00000248527.1,390,762,1087,126,438,14,1128,692,132,908,955,1071,1111,1726,1239,1140,1168,214,588,959,14,84,3509,968,6872,1040,7237,563,0,6,27969,1293,832,2763,71,892,0,1178,1397,765,2,1122,0,350,442,69
ENSG00000198744.5,25,36,132,18,20,0,81,52,14,65,163,50,67,246,153,131,34,14,68,88,14,30,316,183,369,74,372,20,2,0,1516,92,6,369,18,14,2,140,56,38,0,100,24,66,18,0
ENSG00000268663.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000224956.5,0,0,0,0,0,0,0,2,0,0,272,0,0,0,2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0
ENSG00000235373.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,61,248,0,0,79,0,0,0,0,0,0,0,0,22,0,0,0,5,2
ENSG00000240618.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,9,0,0,0,0,0,0,0,0,0,35,193,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000229905.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
ENSG00000228327.2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,261,0,0,0,0,0,0,2,0,0,0,16,1337,0,2,22,0,0,0,0,0,0,0,0,0,0,2,0,45,0
ENSG00000237491.6,0,0,59,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000230092.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228794.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
ENSG00000225880.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
ENSG00000230368.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188976.8,414,0,0,0,0,0,0,35,0,3,4,94,0,0,0,0,0,6,3,0,0,202,392,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0
ENSG00000187583.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187642.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188290.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187608.6,20,111,0,58,348,0,454,0,281,431,0,18,0,999,371,290,52,32,317,97,0,0,51,64,1118,0,403,0,0,0,2642,10,0,1347,0,1996,0,0,0,0,0,0,0,0,32,0
ENSG00000217801.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272141.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000078808.14,6,0,0,20,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,175,0,0,8,42,0,0,0,0,0,0,0,0,0,0,0,10,6,0
ENSG00000176022.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000160087.18,18,0,0,1,0,0,0,0,0,0,0,0,1044,43,0,0,0,0,335,0,0,0,0,0,26,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,126,0,0
ENSG00000131584.16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,94,576,0,0,0,4,0,0
ENSG00000127054.16,0,0,0,0,45,0,0,0,0,0,247,0,0,0,0,418,0,0,0,4,0,0,0,39,0,0,406,0,1,0,2,1105,0,10,0,113,0,0,0,0,0,0,0,0,0,0
ENSG00000224051.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,76,0,0
ENSG00000169962.4,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162576.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175756.11,158,0,0,0,7,0,4,0,4,3,461,0,0,0,30,0,2,0,13,0,138,0,89,0,2314,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000221978.9,568,665,0,0,0,0,0,256,2,4,3,118,38,0,1826,240,0,0,0,444,0,734,0,4,0,0,46,12,0,0,0,0,2,178,0,0,0,0,985,74,0,0,0,0,0,0
ENSG00000224870.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242485.3,0,0,0,49,0,3,7,7,0,17,0,0,0,141,73,3,295,0,0,9,556,0,0,2913,0,0,0,67,2212,0,0,0,0,145,0,0,0,0,3,0,0,0,0,0,0,0
ENSG00000272455.1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,18
ENSG00000179403.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0
ENSG00000215915.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000160072.17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,22,1,0,0,0,0,0,675,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000197785.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000160075.11,251,0,0,0,1259,0,66,18,3,0,0,0,0,0,2,602,0,50,110,0,2,0,608,82,0,0,0,6,0,0,0,2022,0,20,0,2,0,0,0,244,0,0,0,0,0,0
ENSG00000215014.4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279244.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274481.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272106.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197530.10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189409.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
ENSG00000248333.5,0,0,0,0,0,0,0,7,0,14,279,6,0,0,0,201,0,223,0,0,0,96,34,655,28,0,410,378,4,4,0,6,0,23,73,1103,0,0,30,227,0,0,0,0,2,270
ENSG00000272004.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189339.9,0,2,0,371,4,0,0,0,0,416,924,0,0,0,0,0,0,153,0,90,0,2,2,0,6,0,350,77,0,0,95,0,0,6,1439,0,0,3688,0,277,0,0,0,0,0,1766
ENSG00000269737.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0
ENSG00000269227.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0
ENSG00000008128.20,0,0,0,0,0,0,0,86,9,0,8,0,0,0,0,16,0,9,0,0,0,0,0,198,0,0,38,141,43,0,16,8,3,121,490,1085,0,0,0,1165,0,0,0,0,20,0
ENSG00000268575.1,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43,0,2,0,10,0,0,0,7061,0,0,0,0,0,0,0,0,0,0
ENSG00000227775.3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,15,0,0,0,0,6,0,0,0,0,360
ENSG00000215790.4,0,8,0,0,0,0,0,0,0,0,1199,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,222,0,0,0,0,0,0,0,0,0,0,0
ENSG00000008130.13,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,0,0,2,0,0,108,0,0,0,8,3,0,0,2252,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000078369.15,0,68,698,363,0,3,0,0,10,284,4746,6,30,1609,0,158,0,0,0,0,0,171,0,0,42,0,46,4,0,0,50,0,0,0,0,2954,0,0,0,5,0,0,0,0,0,0
ENSG00000142609.15,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271806.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162585.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000157933.9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,19,4,0,54,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
ENSG00000116151.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269896.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000157916.16,4,599,0,0,0,0,0,2,0,0,0,0,0,0,0,37,0,0,0,0,1183,0,6,0,0,0,0,0,0,0,3157,0,0,24,2,0,0,44,354,0,0,0,0,0,43,0
ENSG00000157911.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000149527.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,4,0,0,0,0,0
ENSG00000224387.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000229393.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000157881.11,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000238164.4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,20,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000157873.15,0,0,118,0,29,0,0,48,3,0,0,0,0,0,26,0,18,0,11,0,0,0,0,238,36,0,0,21,0,0,1594,0,0,0,14,0,0,0,7638,2,0,0,0,0,0,0
ENSG00000142611.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000158109.12,0,0,0,38,0,0,0,11,0,101,30,0,0,0,0,0,154,92,0,6,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0
ENSG00000116213.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000078900.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0
ENSG00000227372.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,0
ENSG00000130764.7,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,182,0,0,0,0,0,0,0,8,0,118,2,0,0,0,0,36,0,54,0,1946,0,0,0,0,0,0,0,0,0,0
ENSG00000116198.10,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,462,0,0,0,0,0,0,183,0,0,137,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000169598.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
ENSG00000198912.8,0,0,0,2,0,0,0,0,0,0,16,2,280,0,0,495,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0
ENSG00000233304.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
ENSG00000196581.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000131697.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000069424.12,0,18,0,0,0,0,0,0,0,0,156,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,124,153,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
ENSG00000116251.7,14,256,1605,8,184,0,279,155,0,0,628,207,0,742,170,594,327,25,58,26,20,16,0,52,71,38,620,197,0,0,87,26,24,228,0,672,0,445,0,0,0,0,0,91,0,0
ENSG00000226944.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000158286.10,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,381,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000116237.13,0,0,0,0,0,0,0,0,0,0,610,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,1144,0,0,203,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000097021.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,18,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215788.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000171680.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162408.10,22,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,88,2,0,4,0,4,2,0,0,0,3339,0,0,0,0,0,0,7,5799,0,0,0,0,4,0,0,0,0,5,0
ENSG00000229519.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,1,0
ENSG00000173662.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,583,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204859.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162413.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,20,0,0,0,0,0,2,0,0,0,0,450,1,2,0,0,0,0,3,0,0,0,0,0
ENSG00000116273.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000041988.13,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007923.13,0,0,0,0,0,24,4,0,0,0,0,0,0,2746,0,0,0,0,0,0,214,0,0,0,0,0,164,0,0,1,0,0,0,0,0,662,0,0,0,0,0,0,1,0,0,0
ENSG00000228750.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000171735.16,0,2,0,8,0,0,0,155,171,2,16,0,0,0,14,210,0,0,0,0,0,0,0,0,2,0,0,495,137,6,0,5,0,18,0,0,0,0,92,0,0,0,0,0,0,0
ENSG00000207056.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
ENSG00000270171.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000049245.10,2,0,141,0,0,0,0,0,0,4,0,0,0,0,0,1339,0,2,0,0,0,0,0,16,0,0,136,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,12,0
ENSG00000049249.6,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116288.10,0,311,10,4,3,0,0,23,100,403,690,9,0,1016,4,155,453,2,0,33,0,609,243,31,642,0,1529,10,0,0,26,2630,4,674,0,0,3,0,0,0,0,0,0,10,464,0
ENSG00000116285.10,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,142,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
ENSG00000238290.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
