Sample	posterior	ESS(posterior)	likelihood	prior
395000	-87725.94322555322	3.1	-87794.57290347411	68.62967792088763
400000	-87723.67272342266	3.1	-87790.72553185423	67.0528084315679
405000	-87733.99658878654	3.1	-87798.6017682922	64.60517950565942
410000	-87714.3294183876	3.1	-87780.88164358954	66.55222520194623
415000	-87715.91997640807	3.1	-87782.44983029977	66.52985389169177
420000	-87728.35239469557	3.1	-87791.56682891755	63.21443422198439
425000	-87677.27240273789	3.1	-87744.97318797886	67.70078524097052
430000	-87679.08305945924	3.1	-87744.87394151014	65.79088205090748
435000	-87678.92399609194	3.1	-87746.4223196508	67.4983235588536
440000	-87657.9979021424	3.1	-87729.1391386813	71.14123653891683
445000	-87663.69263267954	3.0	-87735.64846063088	71.95582795133711
450000	-87656.23933613375	3.0	-87729.27222603685	73.03288990310656
455000	-87656.56585501097	3.0	-87729.98119512045	73.41534010948479
460000	-87662.6533201146	3.0	-87735.51067570994	72.85735559535374
465000	-87636.45641880968	3.0	-87713.64824629936	77.19182748968112
470000	-87642.10209138907	3.0	-87719.86851199294	77.76642060388042
475000	-87651.69354602812	3.0	-87730.09926077312	78.40571474499147
480000	-87638.09705714766	3.0	-87713.56981589756	75.47275874989468
485000	-87635.81758375691	3.0	-87711.57110702827	75.75352327135363
490000	-87626.36355537642	3.0	-87704.62818413762	78.26462876119486
495000	-87632.14758559334	2.9	-87707.10964324129	74.9620576479464
500000	-87642.80620024115	2.9	-87717.27398419357	74.46778395242927
505000	-87640.0347611337	2.9	-87724.76306782187	84.72830668816606
510000	-87623.62863974116	2.9	-87709.35630839123	85.72766865006768
515000	-87631.95608206556	2.9	-87716.57644758526	84.62036551969962
520000	-87570.04336661869	2.9	-87650.83505546184	80.7916888431461
525000	-87576.50298815029	2.9	-87661.64622494829	85.14323679800556
530000	-87560.26884996006	2.9	-87646.31290271507	86.04405275501568
535000	-87532.10512476054	2.9	-87617.88794821508	85.78282345454942
540000	-87536.90239787623	2.9	-87623.94710765354	87.04470977731957
545000	-87522.11230898596	2.8	-87610.04184722138	87.92953823541914
550000	-87523.20266325891	2.8	-87609.98829038588	86.78562712696336
555000	-87518.4792446003	2.8	-87605.28425778457	86.80501318427767
560000	-87474.5939566893	2.8	-87563.4963182179	88.90236152859704
565000	-87467.97086336497	2.8	-87559.88496534646	91.9141019814801
570000	-87457.12769763278	2.8	-87547.54055593538	90.41285830259685
575000	-87430.04270097431	2.8	-87517.77805366194	87.73535268763058
580000	-87416.72901158268	2.8	-87506.07245461538	89.3434430327001
585000	-87383.20277555792	2.8	-87475.76238118809	92.55960563016995
590000	-87330.57519122842	2.8	-87427.53595315054	96.96076192211886
595000	-87306.02886720437	2.8	-87404.1564399141	98.1275727097412
600000	-87319.26788244102	2.8	-87417.03093993629	97.76305749525876
605000	-87306.2296398472	2.8	-87405.22097984792	98.99134000071389
610000	-87316.44280288159	2.8	-87419.34871859499	102.90591571339795
615000	-87306.7558544971	2.8	-87411.9953212733	105.23946677619713
620000	-87222.61996423449	2.8	-87325.14601861151	102.52605437702013
625000	-87232.69106753782	2.8	-87336.28104480493	103.58997726711661
630000	-87194.67215436626	2.8	-87300.70011685127	106.02796248501377
635000	-87230.43426429038	2.8	-87337.78183141915	107.34756712877356
640000	-87206.86387930418	2.8	-87314.54182593664	107.67794663246711
645000	-87211.10403446501	2.8	-87320.73871823963	109.6346837746217
650000	-87161.29640912796	2.8	-87269.03944407334	107.7430349453777
655000	-87126.82877409144	2.8	-87234.36800047751	107.53922638606765
660000	-87119.66745454691	2.8	-87227.63937797875	107.97192343183929
665000	-87108.07742222883	2.8	-87213.36765420181	105.29023197297309
670000	-87078.7998841345	2.8	-87186.05247078149	107.25258664699999
675000	-87023.729447841	2.8	-87128.66760070334	104.93815286233668
680000	-86998.25664058117	2.8	-87104.99655562914	106.73991504797333
685000	-86980.41988032029	2.8	-87086.64057828604	106.2206979657528
690000	-86954.41377758689	2.8	-87060.36236404716	105.94858646027245
695000	-86951.88630547728	2.8	-87051.9042254023	100.01791992501528
700000	-86939.9231896647	2.8	-87045.2343111564	105.31112149170133
705000	-86945.33383239375	2.8	-87048.21759280429	102.88376041054183
710000	-86909.57444997932	2.8	-87014.94343968149	105.36898970216687
715000	-86897.23946319157	2.8	-87003.87246692156	106.63300372999106
720000	-86861.01977767903	2.8	-86967.89630436497	106.87652668594694
725000	-86872.43709684972	2.8	-86975.17704409707	102.73994724735422
730000	-86842.931487072	2.8	-86944.83824242259	101.9067553505852
735000	-86830.61617984145	2.8	-86935.54112074355	104.92494090210607
740000	-86814.03714374382	2.8	-86918.56248153566	104.52533779183683
745000	-86819.46959254428	2.8	-86922.72394088167	103.25434833738507
750000	-86807.77698940065	2.8	-86912.65297018802	104.87598078737582
755000	-86796.39001130618	2.8	-86905.56823432472	109.17822301853998
760000	-86801.85028413007	2.8	-86908.98433134057	107.13404721050783
765000	-86830.17636325111	2.8	-86937.18618338864	107.0098201375287
770000	-86816.32077191299	2.8	-86922.51576131966	106.19498940668056
775000	-86798.90567103785	2.8	-86901.68688827884	102.7812172409897
780000	-86790.3397527029	2.8	-86893.97753680647	103.63778410356721
785000	-86790.0388540112	2.8	-86895.61914182588	105.58028781467443
790000	-86792.22725539928	2.7	-86896.94145020592	104.71419480664711
795000	-86817.32697938758	2.7	-86920.21255195752	102.8855725699423
800000	-86820.14752946504	2.7	-86923.42714298976	103.27961352471863
805000	-86797.52390456632	2.7	-86900.44514746097	102.92124289464799
810000	-86775.60266458751	2.7	-86879.05488476092	103.45222017340217
815000	-86767.93361929295	2.7	-86871.15935837281	103.22573907986742
820000	-86768.76469476923	2.7	-86873.35764140649	104.59294663726422
825000	-86767.69631719262	2.7	-86873.11363052324	105.41731333061772
830000	-86776.05585253403	2.7	-86879.56760902236	103.51175648832374
835000	-86788.21518191654	2.6	-86894.20540288453	105.99022096798606
840000	-86762.11478701478	2.6	-86863.30855625973	101.19376924493818
845000	-86770.98652890924	2.6	-86874.42396479765	103.43743588841264
850000	-86775.27849414227	2.6	-86880.44938740588	105.17089326360657
855000	-86756.3545564749	2.6	-86859.57874404453	103.22418756963229
860000	-86759.89123873344	2.6	-86866.5409542844	106.64971555095597
865000	-86768.60212943965	2.6	-86877.48007236181	108.8779429221608
870000	-86774.21847057709	2.6	-86882.82022195827	108.60175138118784
875000	-86771.66599525537	2.6	-86877.85179448081	106.18579922544336
880000	-86767.53977932004	2.6	-86873.23219373835	105.69241441831898
885000	-86753.61776786225	2.5	-86860.26329442096	106.64552655871044
890000	-86754.84696264272	2.5	-86861.0633540507	106.21639140797335
895000	-86766.10376005052	2.5	-86869.56665013087	103.46289008035355
900000	-86761.65079967381	2.5	-86861.44018193307	99.78938225925656
905000	-86755.82550609305	2.5	-86858.00087807965	102.17537198660168
910000	-86761.46135229961	2.5	-86865.98654664033	104.52519434071446
915000	-86765.47240145909	2.5	-86867.06134876415	101.58894730506822
920000	-86782.67032261778	2.5	-86883.4887599713	100.81843735351511
925000	-86757.09868359554	2.5	-86859.84276958003	102.74408598448682
930000	-86765.7736608569	2.5	-86868.6635523229	102.88989146601168
935000	-86770.34874111178	2.5	-86869.37020011772	99.02145900593351
940000	-86770.93617061454	2.5	-86866.71586032276	95.77968970821787
945000	-86778.02042491153	2.4	-86876.1918200305	98.1713951189632
950000	-86765.65842546201	2.4	-86863.83244714471	98.1740216827076
955000	-86756.933843274	2.4	-86856.14446472148	99.2106214474777
960000	-86743.39005856204	2.4	-86845.17384195546	101.78378339341671
965000	-86744.1591075986	2.4	-86848.14063452305	103.98152692443762
970000	-86756.14461138635	2.4	-86860.64877173469	104.50416034833727
975000	-86757.69479368029	2.4	-86859.42296267003	101.72816898973443
980000	-86776.26425585261	2.4	-86881.49263803504	105.22838218241962
985000	-86758.9118833575	2.4	-86863.56950053488	104.65761717738296
990000	-86765.98062104886	2.4	-86869.16530294732	103.18468189846004
995000	-86733.31531723504	2.4	-86832.60417035931	99.28885312426749
1000000	-86749.7848852631	2.4	-86849.6877852444	99.90289998130704
1005000	-86752.09302165423	2.4	-86851.80517821065	99.71215655641603
1010000	-86752.18594411497	2.4	-86853.38715728103	101.20121316605686
1015000	-86729.03732089546	2.4	-86829.2246834778	100.18736258235532
1020000	-86716.1969577169	2.4	-86816.40665992972	100.20970221283605
1025000	-86701.73877437455	2.4	-86802.22559823563	100.48682386107657
1030000	-86688.04313513337	2.4	-86788.33029247579	100.28715734241611
1035000	-86713.07256895036	2.4	-86811.55985966425	98.4872907138966
1040000	-86726.04227052968	2.4	-86825.37956633615	99.33729580646707
1045000	-86709.93431185334	2.4	-86809.67467887304	99.74036701970044
1050000	-86707.082951106	2.4	-86805.98416263484	98.90121152883687
1055000	-86704.79994528239	2.4	-86805.75496979778	100.95502451539005
1060000	-86717.59197364545	2.4	-86819.37095016704	101.77897652158555
1065000	-86703.27018586837	2.4	-86807.71415483607	104.4439689677007
1070000	-86694.62775623958	2.4	-86798.11889926938	103.49114302978747
1075000	-86700.83860309797	2.4	-86803.28666628017	102.44806318219209
1080000	-86713.82230622997	2.4	-86814.16811180724	100.34580557728188
1085000	-86694.92661168499	2.4	-86793.60667268455	98.68006099954992
1090000	-86705.64285796598	2.4	-86806.03129284276	100.38843487677069
1095000	-86698.62755951926	2.3	-86796.95094357835	98.32338405909799
1100000	-86699.46915734156	2.3	-86797.70484233389	98.23568499232556
1105000	-86699.84664302912	2.3	-86798.81974114873	98.97309811962255
1110000	-86705.68573685516	2.3	-86804.02258001092	98.33684315575896
1115000	-86695.21065876028	2.3	-86796.64686616832	101.43620740803964
1120000	-86694.6528838138	2.4	-86797.86768246183	103.21479864802288
1125000	-86704.23110199707	2.4	-86804.54593715289	100.31483515581765
1130000	-86689.82292911118	2.4	-86790.49710862173	100.67417951055353
1135000	-86684.0530673306	2.4	-86782.89414581981	98.84107848920193
1140000	-86721.07686548954	2.4	-86821.17434632119	100.09748083165081
1145000	-86710.37521356775	2.4	-86812.55699336878	102.18177980102737
1150000	-86716.80968202076	2.4	-86818.96996687383	102.16028485306933
1155000	-86723.95531158801	2.4	-86825.56435449325	101.60904290523958
1160000	-86697.9102716842	2.4	-86801.01360185306	103.1033301688549
1165000	-86655.36824543693	2.4	-86759.22406292277	103.85581748584973
1170000	-86662.5855125978	2.4	-86766.6088074754	104.02329487759563
1175000	-86651.83312961255	2.4	-86752.21675710831	100.38362749575786
1180000	-86651.77430411878	2.4	-86751.47980466229	99.7055005435067
1185000	-86667.89318682252	2.4	-86767.73916348643	99.84597666391842
1190000	-86660.84521246325	2.4	-86759.72392657567	98.87871411241426
1195000	-86654.8680303629	2.4	-86757.43584954953	102.56781918663249
1200000	-86640.77617831735	2.4	-86741.44973630711	100.67355798976655
1205000	-86641.80243470453	2.4	-86742.23965666823	100.43722196370227
1210000	-86647.99854262597	2.4	-86751.62042196815	103.6218793421811
1215000	-86635.22306753448	2.4	-86736.87426498906	101.65119745458992
1220000	-86640.35616022533	2.4	-86742.31206251714	101.95590229180577
1225000	-86628.6170695655	2.4	-86730.69383881865	102.07676925315596
1230000	-86634.9484487528	2.4	-86735.68102138965	100.73257263685332
1235000	-86632.85727476035	2.4	-86737.27798749764	104.42071273729692
1240000	-86628.10099462059	2.4	-86730.72731024872	102.62631562814147
1245000	-86634.87435063483	2.4	-86739.34550655361	104.47115591878514
1250000	-86632.63860081954	2.4	-86734.62965594576	101.99105512621992
1255000	-86605.15126312875	2.4	-86709.65767972184	104.50641659308978
1260000	-86586.98875577358	2.4	-86691.56050150882	104.57174573524715
1265000	-86598.78550210425	2.4	-86699.82911603015	101.04361392589585
1270000	-86613.77131611008	2.4	-86714.50923062283	100.73791451274262
1275000	-86579.2476190378	2.4	-86682.4927536761	103.24513463830532
1280000	-86588.92895431306	2.4	-86691.88778830625	102.95883399319297
1285000	-86578.45690047939	2.4	-86682.09148266386	103.63458218446628
1290000	-86595.48497686844	2.4	-86698.84352569986	103.35854883143253
1295000	-86573.34742385219	2.4	-86675.84602957127	102.4986057190898
1300000	-86582.52868136721	2.5	-86685.70724103453	103.17855966732019
1305000	-86592.23656440293	2.5	-86695.41282051413	103.17625611119954
1310000	-86577.55235455841	2.5	-86681.37241011056	103.82005555214991
1315000	-86584.18121936262	2.5	-86688.39260555101	104.2113861883826
1320000	-86568.98725293473	2.5	-86672.35457922297	103.36732628823408
1325000	-86596.18383277672	2.5	-86702.2197246306	106.03589185388323
1330000	-86578.83783902467	2.5	-86683.17762598282	104.33978695815475
1335000	-86613.86882970457	2.5	-86717.5885430671	103.71971336252783
1340000	-86595.10711463097	2.5	-86698.20865918284	103.10154455187498
1345000	-86602.93641355284	2.5	-86705.69728308432	102.76086953147441
1350000	-86574.41307233117	2.5	-86679.91943778946	105.5063654582886
1355000	-86597.65384961176	2.5	-86697.84278964731	100.18894003555101
1360000	-86600.23850121198	2.5	-86701.56882788432	101.3303266723388
1365000	-86579.27302847545	2.5	-86682.31931108591	103.04628261046373
1370000	-86571.76944424718	2.5	-86674.43716879172	102.66772454453535
1375000	-86590.43620794958	2.5	-86694.37752201987	103.94131407029471
1380000	-86598.7075255465	2.5	-86702.59429962609	103.88677407958488
1385000	-86587.9508180444	2.5	-86693.17570202665	105.22488398225931
1390000	-86615.42695436686	2.5	-86719.08236188859	103.65540752172421
1395000	-86588.23682885994	2.5	-86690.97492051552	102.7380916555814
1400000	-86574.20885162626	2.5	-86676.96687426162	102.75802263536553
1405000	-86570.26465781522	2.6	-86675.7389793527	105.47432153747923
1410000	-86554.24357984214	2.6	-86658.66347248395	104.41989264182216
1415000	-86553.80786763565	2.6	-86659.23083561272	105.42296797706462
1420000	-86548.86129623483	2.6	-86654.64374691251	105.78245067768016
1425000	-86568.66547255294	2.6	-86669.97364244252	101.30816988958694
1430000	-86592.79054649248	2.6	-86696.80858067803	104.01803418554934
1435000	-86586.83541349058	2.6	-86693.70686008218	106.87144659159169
1440000	-86563.04864142374	2.6	-86671.1665118287	108.11787040496743
1445000	-86612.26421290013	2.6	-86715.3921896455	103.1279767453702
1450000	-86590.85585131233	2.6	-86698.09484183324	107.23899052091794
1455000	-86584.96886019639	2.6	-86691.19207265224	106.22321245585519
1460000	-86568.21295502526	2.6	-86672.70728855152	104.4943335262583
1465000	-86569.61578470538	2.6	-86676.13879423232	106.52300952694002
1470000	-86547.59726948473	2.6	-86652.18147652452	104.5842070397959
1475000	-86578.86028347381	2.6	-86683.27752119115	104.41723771734459
1480000	-86562.63449138841	2.6	-86670.58337210472	107.9488807163198
1485000	-86573.87243579277	2.6	-86679.42064377136	105.54820797858208
1490000	-86580.59348617043	2.6	-86681.79107756838	101.19759139794891
1495000	-86596.08428651642	2.6	-86699.43334911704	103.34906260062864
1500000	-86582.91290380502	2.7	-86685.7114240048	102.79852019978202
1505000	-86586.8442708522	2.7	-86690.0942503369	103.24997948469235
1510000	-86582.90284438412	2.7	-86685.6658452467	102.7630008625652
1515000	-86584.79818723538	2.7	-86688.59739596261	103.79920872723359
1520000	-86572.5950486963	2.7	-86676.14301786433	103.5479691680447
1525000	-86565.49874956405	2.7	-86668.43452397313	102.93577440907694
1530000	-86560.67315605142	2.7	-86666.57374002085	105.90058396943196
1535000	-86568.89784075496	2.7	-86673.24881957516	104.35097882021205
1540000	-86560.18614987891	2.7	-86662.19736335758	102.01121347867735
1545000	-86584.65440513508	2.7	-86686.9136747669	102.25926963181072
1550000	-86575.90589295872	2.7	-86676.99794300275	101.09205004403053
1555000	-86539.91886287897	2.7	-86645.4187238544	105.49986097542485
1560000	-86557.82503888008	2.7	-86662.86343660265	105.03839772257203
1565000	-86545.78055108852	2.7	-86650.42738919567	104.64683810714759
1570000	-86555.5938054764	2.7	-86658.309611248	102.71580577159827
1575000	-86551.03699373006	2.7	-86652.1923527087	101.15535897865173
1580000	-86548.74770190792	2.7	-86650.77061587146	102.02291396352688
1585000	-86534.54656800759	2.7	-86637.74809469038	103.20152668279525
1590000	-86541.96087698001	2.8	-86642.59443238584	100.6335554058328
1595000	-86567.68861719321	2.8	-86667.52015585649	99.83153866327677
1600000	-86542.01188313086	2.8	-86647.89852181329	105.88663868242499
1605000	-86564.70378274619	2.8	-86667.38645968735	102.68267694115023
1610000	-86553.03784083828	2.8	-86656.8735325159	103.83569167762708
1615000	-86562.32568374866	2.8	-86666.1346399279	103.80895617924634
1620000	-86530.59671334364	2.8	-86633.74239438039	103.1456810367573
1625000	-86539.74763290137	2.8	-86643.54179589427	103.79416299290232
1630000	-86556.91193803912	2.8	-86662.45608914316	105.54415110404044
1635000	-86559.364235874	2.8	-86666.56560032019	107.201364446187
1640000	-86548.92414828342	2.8	-86654.38303701035	105.45888872693541
1645000	-86538.59658385698	2.8	-86643.75005712034	105.15347326336058
1650000	-86560.55081186794	2.8	-86662.96345893963	102.4126470716842
1655000	-86553.51403826507	2.8	-86657.41214006847	103.89810180339994
1660000	-86545.7194052238	2.8	-86649.73545323862	104.01604801482158
1665000	-86527.22756787624	2.8	-86629.84649247747	102.61892460123809
1670000	-86531.77117134174	2.8	-86636.8605172205	105.0893458787643
1675000	-86546.48670601343	2.9	-86650.78059213862	104.29388612518946
1680000	-86545.7732496049	2.9	-86649.08120783603	103.30795823112939
1685000	-86525.4730614172	2.9	-86628.80838133144	103.33531991424026
1690000	-86526.20892429141	2.9	-86629.9460822501	103.73715795869168
1695000	-86514.97719862145	2.9	-86617.08082316216	102.10362454071812
1700000	-86516.88497772416	2.9	-86622.47954353831	105.5945658141536
1705000	-86524.71775546594	2.9	-86627.65285971579	102.93510424984093
1710000	-86540.30374976825	2.9	-86641.82399983851	101.52025007025308
1715000	-86557.54157989564	2.9	-86662.56437719434	105.0227972986995
1720000	-86535.69340234525	2.9	-86641.01198797776	105.31858563251534
1725000	-86513.15589966366	2.9	-86620.09674188819	106.94084222452736
1730000	-86529.80186203013	2.9	-86635.11746588619	105.31560385605721
1735000	-86520.8466325832	2.9	-86627.45256233001	106.60592974682355
1740000	-86526.23838178114	2.9	-86629.61541369572	103.37703191458654
1745000	-86541.69954209706	2.9	-86644.87112998954	103.17158789247834
1750000	-86524.83368318882	3.0	-86631.92373419121	107.09005100238605
1755000	-86523.06096485097	3.0	-86625.91597782225	102.85501297128086
1760000	-86530.26506047536	3.0	-86633.77524389693	103.51018342156955
1765000	-86546.01173615377	3.0	-86650.62644162381	104.61470547003655
1770000	-86574.05228474313	3.0	-86676.16803120014	102.11574645700676
1775000	-86533.28989244546	3.0	-86637.38434403898	104.09445159350517
1780000	-86552.2920081284	3.0	-86659.336608279	107.04460015060913
1785000	-86524.3919644907	3.0	-86635.12994550954	110.73798101883641
1790000	-86511.32709683104	3.0	-86615.57033983678	104.2432430057421
1795000	-86535.54870650072	3.0	-86639.4705977122	103.92189121148567
1800000	-86527.01058726825	3.0	-86634.39919860644	107.3886113381877
1805000	-86515.15223534503	3.0	-86621.30906508664	106.15682974160704
1810000	-86539.06933408987	3.0	-86648.14334797967	109.0740138897945
1815000	-86545.7699207096	3.0	-86651.7972680462	106.02734733659575
1820000	-86539.87856526519	3.0	-86645.22322484727	105.34465958208457
1825000	-86571.53180187994	3.0	-86678.31499922306	106.78319734310975
1830000	-86556.32942155117	3.0	-86666.77654559263	110.44712404145959
1835000	-86526.93087998118	3.1	-86633.94616169119	107.01528170999583
1840000	-86536.75251612785	3.1	-86641.65665377911	104.90413765126107
1845000	-86506.86851081817	3.1	-86612.63652640111	105.76801558294794
1850000	-86518.11241351572	3.1	-86623.03322762919	104.92081411347785
1855000	-86525.07790292385	3.1	-86628.93342675517	103.85552383132648
1860000	-86546.05611168046	3.1	-86649.50991935353	103.45380767307209
1865000	-86513.65557109528	3.1	-86617.52498801066	103.8694169153746
1870000	-86506.56738617891	3.1	-86609.2713072171	102.70392103819641
1875000	-86527.53433251528	3.1	-86628.3481728621	100.81384034681554
1880000	-86520.98636892537	3.1	-86624.13772888995	103.15135996457974
1885000	-86493.0596757334	3.1	-86592.6562284752	99.59655274180248
1890000	-86514.3195299959	3.1	-86617.3852333561	103.06570336019148
1895000	-86499.7169480586	3.1	-86601.49710765434	101.7801595957473
1900000	-86503.46051048941	3.1	-86604.3142887036	100.85377821417774
1905000	-86529.3804330683	3.2	-86632.6788006783	103.29836760999355
1910000	-86484.84752082195	3.2	-86588.94598323833	104.09846241637712
1915000	-86500.6801966433	3.2	-86605.80077019827	105.12057355497605
1920000	-86494.58035176099	3.2	-86598.05453271788	103.47418095689743
1925000	-86467.5017733632	3.2	-86574.42588736459	106.92411400139554
1930000	-86487.98130509185	3.2	-86595.38168028399	107.40037519214064
1935000	-86502.09385422758	3.2	-86605.81343195337	103.71957772579391
1940000	-86486.1050956845	3.2	-86590.39348247787	104.2883867933746
1945000	-86498.48051626787	3.2	-86605.18940682837	106.70889056050154
1950000	-86470.86627184074	3.2	-86576.75316763864	105.88689579789666
1955000	-86482.51044297777	3.2	-86590.04122663267	107.53078365489951
1960000	-86503.19963453013	3.2	-86607.42288537063	104.22325084050455
1965000	-86473.83089018457	3.2	-86578.97342766606	105.14253748149308
1970000	-86486.49882612137	3.2	-86591.41557256442	104.91674644305225
1975000	-86487.63606751087	3.2	-86592.73001650615	105.09394899527373
1980000	-86467.73966573855	3.3	-86569.10655964303	101.36689390447212
1985000	-86496.18857175078	3.3	-86596.86691879354	100.67834704275803
1990000	-86502.16898850488	3.3	-86604.65271819364	102.48372968875327
1995000	-86487.45251112683	3.3	-86589.3548646546	101.90235352776817
2000000	-86482.76214333659	3.3	-86589.58814412824	106.82600079164732
2005000	-86462.76363808288	3.3	-86567.96309368199	105.19945559911206
2010000	-86477.18442725901	3.3	-86585.3347076696	108.15028041058181
2015000	-86484.102000464	3.3	-86592.33799875245	108.23599828845273
2020000	-86489.13697822113	3.3	-86597.18710923374	108.05013101261162
2025000	-86484.39729643287	3.3	-86593.50838641473	109.11108998185244
2030000	-86490.3592588697	3.3	-86598.32170547477	107.96244660506422
2035000	-86479.74883024162	3.3	-86588.9654505895	109.21662034788774
2040000	-86471.7950111637	3.3	-86575.92099064447	104.12597948077091
2045000	-86492.72860394114	3.3	-86599.04849234787	106.3198884067209
2050000	-86480.2463164505	3.3	-86584.3229727227	104.0766562722012
2055000	-86482.46196753575	3.4	-86590.16963047216	107.70766293639714
2060000	-86476.6364149392	3.4	-86584.1287706853	107.49235574610393
2065000	-86494.8574333101	3.4	-86601.91676935481	107.05933604470637
2070000	-86483.15688557495	3.4	-86590.9352922114	107.77840663646107
2075000	-86474.91805031446	3.4	-86584.57377686413	109.65572654967362
